osm_display_name,osm_original_name,osm_operator,match_type,match_source,match_util,matched_name,dist_km,osm_lat,osm_lon,osm_id,osm_type
LADWP Distributing Station No. 60,LADWP Distributing Station No. 60,Los Angeles Department of Water and Power,none,,,San Fernando,9.193,34.1935935,-118.4841197,32818047,way
LADWP Distributing Station No. 80,LADWP Distributing Station No. 80,Los Angeles Department of Water and Power,none,,,San Fernando,5.178,34.2793784,-118.4028582,377128954,way
LADWP Receiving Station J - Northridge,LADWP Receiving Station J - Northridge,Los Angeles Department of Water and Power,none,,,San Fernando,9.201,34.2294469,-118.5434568,76344891,way
Substation D;Cooling Tower,Substation D;Cooling Tower,,none,,,San Fernando,7.426,34.2420136,-118.5299882,432157605,way
Ridgeview Substation,Ridgeview Substation,,none,,,San Jacinto,7.733,33.8444507,-116.9993511,366751290,way
DISTRIBUTING STATION 99,DISTRIBUTING STATION 99,Los Angeles Department of Water and Power,none,,,San Vicente,7.560,34.0761262,-118.5573942,414613890,way
El Rubi,El Rubi,,none,,,San Ysidro,10.491,32.4759526,-117.0722038,612239233,way
Subestacion 20 de Noviembre,Subestacion 20 de Noviembre,Comisión Federal de Electricidad,none,,,San Ysidro,6.079,32.5150224,-116.9939281,1416227982,way
DISTRIBUTING STATION 89,DISTRIBUTING STATION 89,Los Angeles Department of Water and Power,none,,,Serfgen,5.952,33.7276321,-118.2929906,655818899,way
Birds Landing Substation,Birds Landing Substation,Pacific Gas and Electric Company,none,,,Shiloh III,5.196,38.1247013,-121.8301278,24064448,way
DISTRIBUTING STATION 17,DISTRIBUTING STATION 17,Los Angeles Department of Water and Power,none,,,Station 54 ,5.772,34.0506282,-118.3007727,428579897,way
DISTRIBUTING STATION 38,DISTRIBUTING STATION 38,Los Angeles Department of Water and Power,none,,,Station 54 ,5.623,34.053044,-118.3055937,402282244,way
Shasta Substation,Shasta Substation,Western Area Power Administration,none,,,Stillwater,7.316,40.7151239,-122.4212108,1274244401,way
Apple Data Center,Apple Data Center,NV Energy,none,,,Summit,77.215,39.5697283,-119.5401518,700974840,way
Battle Mountain Substation,Battle Mountain Substation,,none,,,Summit,327.701,40.6480024,-116.9452682,483456583,way
California,California,NV Energy,none,,,Summit,38.930,39.5212615,-120.0086698,170288297,way
Chukar,Chukar,,none,,,Summit,85.175,39.5559229,-119.4355401,1073712188,way
Comstock Meadows,Comstock Meadows,,none,,,Summit,83.162,39.4951059,-119.4380139,1217911215,way
Coyote Creek Substation,Coyote Creek Substation,,none,,,Summit,389.556,41.0946735,-116.4234401,162931413,way
Dove,Dove,NV Energy,none,,,Summit,78.996,39.5599877,-119.5133634,90091928,way
Eagle,Eagle,,none,,,Summit,105.910,39.6213748,-119.2086935,90085569,way
Falcon Substation,Falcon Substation,,none,,,Summit,369.971,40.8156886,-116.4950334,844590130,way
Fernley,Fernley,,none,,,Summit,101.577,39.590753,-119.2491795,419596590,way
Fleish,Fleish,NV Energy,none,,,Summit,37.724,39.4807365,-119.9927125,1360059154,way
Google Data Center,Google Data Center,,none,,,Summit,83.661,39.4979417,-119.4329116,1217914905,way
Humboldt,Humboldt,,none,,,Summit,432.156,41.2272733,-115.9399678,162934426,way
Incline Substation,Incline Substation,NV Energy,none,,,Summit,40.129,39.2394478,-119.9241742,170362863,way
Independence,Independence,,none,,,Summit,444.500,41.4076115,-115.9040274,170401695,way
La Posada Meter Station,La Posada Meter Station,,none,,,Summit,70.542,39.635991,-119.6666901,615560851,way
Lonely Substation,Lonely Substation,,none,,,Summit,105.073,39.5969216,-119.208977,180970701,way
Mount Rose Substation,Mount Rose Substation,,none,,,Summit,48.178,39.4783587,-119.8573116,170362839,way
Newton Substation,Newton Substation,NV Energy,none,,,Summit,78.214,39.5751281,-119.5303433,700974838,way
Oreana Substation,Oreana Substation,,none,,,Summit,212.299,40.3354209,-118.273986,1181446578,way
Patua,Patua,,none,,,Summit,115.560,39.5836407,-119.0772039,1527947280,way
Stampede Dam substation,Stampede Dam substation,,none,,,Summit,28.939,39.4703996,-120.1046587,1379614769,way
Tesla Gigafactory,Tesla Gigafactory,,none,,,Summit,84.523,39.539851,-119.4370699,423863049,way
Valmy Substation,Valmy Substation,,none,,,Summit,324.546,40.8785498,-117.1528576,941197139,way
Washoe,Washoe,NV Energy,none,,,Summit,43.568,39.5064462,-119.9333056,361344056,way
West 7th Street Substation,West 7th Street Substation,NV Energy,none,,,Summit,51.496,39.5305906,-119.8453622,455841624,way
West Tracy Substation,West Tracy Substation,,none,,,Summit,77.776,39.5614509,-119.5291634,392184987,way
Wildhorse,Wildhorse,,none,,,Summit,80.650,39.5194348,-119.476417,1170451500,way
DISTRIBUTING STATION 68,DISTRIBUTING STATION 68,Los Angeles Department of Water and Power,none,,,Sylmar-Pac Intertie,5.995,34.2567431,-118.528765,655488279,way
Distributing Station No. 138,Distributing Station No. 138,Los Angeles Department of Water and Power,none,,,Sylmar-Pac Intertie,9.418,34.2419899,-118.5685251,533316822,way
Distributing Station No. 82,Distributing Station No. 82,Los Angeles Department of Water and Power,none,,,Sylmar-Pac Intertie,6.364,34.271287,-118.5561619,122211839,way
Distributing Station No. 88,Distributing Station No. 88,Los Angeles Department of Water and Power,none,,,Sylmar-Pac Intertie,9.707,34.2563176,-118.5879118,650910489,way
DISTRIBUTING STATION 49,DISTRIBUTING STATION 49,Los Angeles Department of Water and Power,none,,,Universal Studios A,5.013,34.147437,-118.4133463,432083273,way
DISTRIBUTING STATION 71,DISTRIBUTING STATION 71,Los Angeles Department of Water and Power,none,,,Universal Studios A,6.694,34.1716085,-118.4231488,253174644,way
DISTRIBUTING STATION 73,DISTRIBUTING STATION 73,Los Angeles Department of Water and Power,none,,,Universal Studios A,7.596,34.1579784,-118.43967,655488562,way
Distributing Station 64,Distributing Station 64,Los Angeles Department of Water and Power,none,,,Universal Studios A,9.094,34.1519587,-118.4573591,339856293,way
LADWP Receiving Station S / Distributing Station 21,LADWP Receiving Station S / Distributing Station 21,Los Angeles Department of Water and Power,none,,,Universal Studios A,8.943,34.1798089,-118.4455526,253557544,way
Airway Substation,Airway Substation,Glendale Water and Power,none,,,Unknown,5.107,34.1578695,-118.2802232,32008208,way
DISTRIBUTING STATION 102,DISTRIBUTING STATION 102,Los Angeles Department of Water and Power,none,,,Unknown,5.862,34.2330139,-118.3690881,542978042,way
DISTRIBUTING STATION 48,DISTRIBUTING STATION 48,Los Angeles Department of Water and Power,none,,,Unknown,7.329,34.251843,-118.2899716,616351541,way
DISTRIBUTING STATION 67,DISTRIBUTING STATION 67,Los Angeles Department of Water and Power,none,,,Unknown,6.232,34.2227253,-118.3885787,655830785,way
Distributing Station 72,Distributing Station 72,Los Angeles Department of Water and Power,none,,,Unknown,7.492,34.259283,-118.3213128,32020824,way
DISTRIBUTING STATION 65,DISTRIBUTING STATION 65,Los Angeles Department of Water and Power,none,,,Valdez,7.747,34.1723551,-118.5528987,655138771,way
DISTRIBUTING STATION 74,DISTRIBUTING STATION 74,Los Angeles Department of Water and Power,none,,,Valdez,9.519,34.2290209,-118.5985869,655831419,way
DISTRIBUTING STATION 78,DISTRIBUTING STATION 78,Los Angeles Department of Water and Power,none,,,Valdez,9.956,34.165427,-118.5256303,32695399,way
Distributing Station No. 22,Distributing Station No. 22,Los Angeles Department of Water and Power,none,,,Valdez,6.791,34.2014878,-118.5962809,253258676,way
LADWP Distributing Station No. 130,LADWP Distributing Station No. 130,Los Angeles Department of Water and Power,none,,,Valdez,12.141,34.1603234,-118.5006624,651565677,way
LADWP Distributing Station No. 90,LADWP Distributing Station No. 90,Los Angeles Department of Water and Power,none,,,Valdez,9.177,34.2016722,-118.5560536,593523181,way
LADWP Distributing Station No. 91,LADWP Distributing Station No. 91,Los Angeles Department of Water and Power,none,,,Valdez,7.415,34.1601231,-118.5525282,655138668,way
Receiving Station T,Receiving Station T,Los Angeles Department of Water and Power,none,,,Valdez,5.901,34.1893908,-118.591713,253258678,way
Receiving Station U - Tarzana,Receiving Station U - Tarzana,Los Angeles Department of Water and Power,none,,,Valdez,8.818,34.1793184,-118.5437398,32663174,way
32nd Street Substation,32nd Street Substation,,none,,,Verdant,83.709,32.6689623,-114.6325128,475411879,way
Araby Substation,Araby Substation,,none,,,Verdant,86.045,32.6680192,-114.4960762,476479137,way
Bard Substation,Bard Substation,,none,,,Verdant,72.119,32.7814962,-114.5745317,1485094834,way
Barret Substation,Barret Substation,,none,,,Verdant,65.084,32.8663184,-114.4901182,1485094833,way
Cocopah Substation,Cocopah Substation,,none,,,Verdant,79.419,32.7052724,-114.6660477,1210134387,way
Desert Sands Substation,Desert Sands Substation,,none,,,Verdant,89.960,32.6479874,-114.4275379,543902240,way
Dome Tap Substation,Dome Tap Substation,,none,,,Verdant,78.379,32.7685005,-114.3968497,91020505,way
Foothills Substation,Foothills Substation,,none,,,Verdant,87.657,32.6689068,-114.4306641,543902233,way
Gila Substation,Gila Substation,,none,,,Verdant,84.875,32.6848773,-114.4700165,91042866,way
Imperial Dam Substation,Imperial Dam Substation,,none,,,Verdant,64.118,32.8807863,-114.4734462,1485094832,way
Ivalon Substation,Ivalon Substation,,none,,,Verdant,82.631,32.6837818,-114.5861639,475563848,way
Knob Substation,Knob Substation,,none,,,Verdant,73.137,32.7604299,-114.7486409,90961067,way
Laguna Dredge Substation,Laguna Dredge Substation,,none,,,Verdant,66.466,32.8554562,-114.4823146,1532581824,way
Laguna Substation,Laguna Substation,,none,,,Verdant,90.888,32.6005269,-114.7360511,689360657,way
Marine Air Base Substation,Marine Air Base Substation,,none,,,Verdant,85.216,32.6609857,-114.5805967,475566827,way
Mesquite,Mesquite,,none,,,Verdant,49.813,33.027399,-114.9867323,1485094836,way
Mittry Substation,Mittry Substation,,none,,,Verdant,78.216,32.7370556,-114.5130013,1234483709,way
North Gila Substation,North Gila Substation,Arizona Public Service,none,,,Verdant,77.826,32.7456924,-114.4912811,90966380,way
Orchard Substation,Orchard Substation,,none,,,Verdant,89.621,32.6275061,-114.5357074,1194038329,way
Pilot Knob Substation,Pilot Knob Substation,,none,,,Verdant,75.773,32.7364696,-114.7126545,90961069,way
Quechan Substation,Quechan Substation,,none,,,Verdant,80.116,32.7025685,-114.6208247,1234453889,way
Riverside Substation,Riverside Substation,,none,,,Verdant,77.167,32.7264274,-114.6530272,355939502,way
Sanguinetti Substation,Sanguinetti Substation,,none,,,Verdant,82.656,32.6924003,-114.5307255,1234453878,way
Senator Wash Substation,Senator Wash Substation,,none,,,Verdant,61.642,32.9025366,-114.4800364,1442517879,way
Siphon Drop,Siphon Drop,,none,,,Verdant,71.505,32.7791963,-114.6343983,1485094835,way
South O'Neill Substation,South O'Neill Substation,,none,,,Verdant,87.158,32.641574,-114.5946532,478212302,way
Tacna Substation,Tacna Substation,Wellton-Mohawk Irrigation and Drainage District,none,,,Verdant,105.775,32.7083933,-113.9680326,1465393870,way
Tenth Street Substation,Tenth Street Substation,,none,,,Verdant,79.278,32.7090002,-114.6328763,355939499,way
Waldrip Substation,Waldrip Substation,,none,,,Verdant,89.516,32.6176927,-114.6186118,1234169495,way
Wellton-Mohawk #3 Substation,Wellton-Mohawk #3 Substation,Wellton-Mohawk Irrigation and Drainage District,none,,,Verdant,98.584,32.6407483,-114.2151006,1479106626,way
Wellton-Mohawk Ligurta Substation,Wellton-Mohawk Ligurta Substation,Wellton-Mohawk Irrigation and Drainage District,none,,,Verdant,93.867,32.666552,-114.264977,91042863,way
Wellton-Mohawk Pumping Plant #1,Wellton-Mohawk Pumping Plant #1,Wellton-Mohawk Irrigation and Drainage District,none,,,Verdant,86.887,32.7108526,-114.3271131,91042835,way
Winterhaven Substation,Winterhaven Substation,,none,,,Verdant,75.969,32.7388794,-114.6334795,1219765681,way
Yuma Palms Temp Substation,Yuma Palms Temp Substation,,none,,,Verdant,80.892,32.6982861,-114.5964395,1234453887,way
Grayson Substation,Grayson Substation,Turlock Irrigation District,none,,,WESTLEY,19.396,37.5720606,-120.9857548,258650890,way
Ingram Creeek Substation,Ingram Creeek Substation,Pacific Gas and Electric Company,none,,,WESTLEY,7.040,37.532311,-121.2593418,1266298474,way
Natomas Substation,Natomas Substation,Sacramento Municipal Utility District,none,,,West Sacramento,8.459,38.6503056,-121.4863559,32526610,way
Station E,Station E,Sacramento Municipal Utility District,none,,,West Sacramento,6.241,38.5862246,-121.473219,1119290406,way
DISTRIBUTING STATION 13,DISTRIBUTING STATION 13,Los Angeles Department of Water and Power,none,,,Windsor Hills,6.285,34.0239471,-118.2999243,407257256,way
East Redding Substation,East Redding Substation,,none,,,Wintun,5.326,40.5699979,-122.3141796,622689811,way
Candelaria,Candelaria,,none,,,Zack,81.138,38.2834889,-118.0195419,723912823,way
Frontier Substation,Frontier Substation,,none,,,Zack,248.975,39.5059909,-116.8591415,825203501,way
UNNAMED_1469,,,unnamed,,,ANTLER,28.389,41.1461181,-122.3196759,709516450,way
UNNAMED_1470,,,unnamed,,,ANTLER,33.194,41.1848353,-122.2858948,709516451,way
UNNAMED_1471,,,unnamed,,,ANTLER,6.580,40.9401701,-122.4310646,709516453,way
UNNAMED_1477,,,unnamed,,,ANTLER,95.020,41.7285683,-122.6308505,710720036,way
UNNAMED_1622,,,unnamed,,,ANTLER,88.215,41.605395,-122.8501811,836027796,way
UNNAMED_1840,,,unnamed,,,ANTLER,93.509,41.7113704,-122.6490053,1009052793,way
UNNAMED_1900,,,unnamed,,,ANTLER,59.647,41.4313505,-122.389743,1058353342,way
UNNAMED_1901,,,unnamed,,,ANTLER,79.711,41.6038194,-122.5226905,1058358450,way
UNNAMED_1902,,,unnamed,,,ANTLER,93.433,41.7270379,-122.5364017,1058381982,way
UNNAMED_2798,,,unnamed,,,ANTLER,79.713,41.4931137,-122.9056396,1434526715,way
UNNAMED_2799,,,unnamed,,,ANTLER,79.712,41.4931169,-122.9056147,1434526765,way
UNNAMED_3002,,,unnamed,,,ANTLER,65.265,41.3728677,-122.832942,1469474892,way
UNNAMED_3367,,,unnamed,,,ANTLER,11.149,40.9772287,-122.4563994,1485095283,way
UNNAMED_3368,,,unnamed,,,ANTLER,32.387,41.1782537,-122.2907556,1485095284,way
UNNAMED_3413,,,unnamed,,,ANTLER,17.681,41.0539831,-122.3818028,1492294252,way
UNNAMED_2141,,,unnamed,,,Alberhill,6.313,33.7838951,-117.3787959,1213916184,way
UNNAMED_3120,,,unnamed,,,Alola,7.137,34.0304083,-116.8571379,1485094963,way
UNNAMED_1489,,,unnamed,,,Alpaugh,9.581,35.8772127,-119.4552177,719912880,way
UNNAMED_1490,,,unnamed,,,Alpaugh,9.597,35.8770857,-119.4541795,719912881,way
UNNAMED_1618,,,unnamed,,,Alpaugh,7.254,35.8981384,-119.4551949,828024037,way
UNNAMED_2838,,,unnamed,,,Alpaugh,7.341,35.898011,-119.4452958,1448203244,way
UNNAMED_2416,,Sacramento Municipal Utility District,unnamed,,,Atlantic,12.150,38.6682658,-121.3324096,1280646381,way
UNNAMED_2448,,Sacramento Municipal Utility District,unnamed,,,Atlantic,11.286,38.6796351,-121.3370647,1282514024,way
UNNAMED_2449,,Sacramento Municipal Utility District,unnamed,,,Atlantic,11.237,38.6709128,-121.3155735,1282522429,way
UNNAMED_2450,,Sacramento Municipal Utility District,unnamed,,,Atlantic,9.190,38.682064,-121.2811638,1282522437,way
UNNAMED_2460,,Sacramento Municipal Utility District,unnamed,,,Atlantic,8.597,38.7036524,-121.326582,1283015559,way
UNNAMED_2461,,Sacramento Municipal Utility District,unnamed,,,Atlantic,9.005,38.7145766,-121.3466433,1283016870,way
UNNAMED_2464,,Sacramento Municipal Utility District,unnamed,,,Atlantic,14.294,38.6782719,-121.3872288,1283338618,way
UNNAMED_2466,,Sacramento Municipal Utility District,unnamed,,,Atlantic,11.400,38.6971903,-121.3641324,1283344565,way
UNNAMED_2469,,Sacramento Municipal Utility District,unnamed,,,Atlantic,13.187,38.6500783,-121.3078643,1283408341,way
UNNAMED_2470,,Sacramento Municipal Utility District,unnamed,,,Atlantic,8.218,38.6927354,-121.2908077,1283418729,way
UNNAMED_2473,,Sacramento Municipal Utility District,unnamed,,,Atlantic,9.221,38.6881549,-121.3080656,1283660496,way
UNNAMED_2474,,Sacramento Municipal Utility District,unnamed,,,Atlantic,6.187,38.7082379,-121.2708108,1283665557,way
UNNAMED_2475,,Sacramento Municipal Utility District,unnamed,,,Atlantic,7.157,38.7054947,-121.2994435,1283667122,way
UNNAMED_2479,,Sacramento Municipal Utility District,unnamed,,,Atlantic,11.167,38.6654126,-121.2908864,1283705811,way
UNNAMED_2481,,Sacramento Municipal Utility District,unnamed,,,Atlantic,6.388,38.7083112,-121.2441747,1283738055,way
UNNAMED_2509,,Sacramento Municipal Utility District,unnamed,,,Atlantic,8.085,38.6935446,-121.2392032,1284960571,way
UNNAMED_2512,,Sacramento Municipal Utility District,unnamed,,,Atlantic,10.708,38.7058839,-121.3628224,1285229466,way
UNNAMED_2514,,Sacramento Municipal Utility District,unnamed,,,Atlantic,9.404,38.6790534,-121.2633163,1285245562,way
UNNAMED_2515,,Sacramento Municipal Utility District,unnamed,,,Atlantic,10.251,38.6714369,-121.2648911,1285245564,way
UNNAMED_573,,Sacramento Municipal Utility District,unnamed,,,Atlantic,12.953,38.6771966,-121.3641314,100762186,way
UNNAMED_576,,Sacramento Municipal Utility District,unnamed,,,Atlantic,5.991,38.7225954,-121.3088027,100987890,way
UNNAMED_1499,,,unnamed,,,BARRETT,14.064,32.5443402,-116.7628519,728870045,way
UNNAMED_467,,,unnamed,,,Baker,12.837,35.3897105,-116.1141712,79885277,way
UNNAMED_1404,,,unnamed,,,Barrett Lake,17.056,32.5032308,-116.7165224,677812521,way
UNNAMED_1678,,,unnamed,,,Barrett Lake,14.729,32.5214839,-116.6930826,878412012,way
UNNAMED_1684,,,unnamed,,,Barrett Lake,24.453,32.433616,-116.6743209,879053482,way
UNNAMED_2010,,Comisión Federal de Electricidad,unnamed,,,Barrett Lake,10.061,32.5710369,-116.6356248,1119230654,way
UNNAMED_405,,,unnamed,,,Barrett Lake,13.341,32.5418452,-116.6277183,52477200,way
UNNAMED_6,,,unnamed,,,Barrett Lake,9.376,32.5749586,-116.643398,1641497721,node
UNNAMED_139,,,unnamed,,,Benton,5.204,40.5537061,-122.334832,7189203102,node
UNNAMED_2938,,,unnamed,,,Big Bend Bia,14.556,34.2537935,-114.0092915,1460171956,way
UNNAMED_3423,,,unnamed,,,Big Creek,7.808,40.7126404,-123.5302064,1492309502,way
UNNAMED_3186,,,unnamed,,,Blackwell,9.656,35.6658323,-119.7674131,1485095041,way
UNNAMED_3187,,,unnamed,,,Blackwell,9.767,35.6449618,-119.7522948,1485095042,way
UNNAMED_1671,,,unnamed,,,Blythe-Bucks,10.804,33.6917719,-114.7578469,869738681,way
UNNAMED_1987,,,unnamed,,,Blythe-Bucks,9.184,33.6746085,-114.7546537,1104360195,way
UNNAMED_2044,,,unnamed,,,Blythe-Bucks,11.716,33.6910194,-114.7736327,1145143793,way
UNNAMED_2181,,,unnamed,,,Blythe-Bucks,5.679,33.5871081,-114.7350586,1234169372,way
UNNAMED_1240,,,unnamed,,,Bogard,277.721,41.2064721,-117.8900217,529927081,way
UNNAMED_1242,,,unnamed,,,Bogard,282.893,41.3821711,-117.8894712,530977944,way
UNNAMED_1501,,,unnamed,,,Bogard,328.942,41.1343963,-117.2470194,728946293,way
UNNAMED_1794,,,unnamed,,,Bogard,253.551,41.3798811,-118.2587367,946177648,way
UNNAMED_1795,,,unnamed,,,Bogard,351.449,41.1573133,-116.9796497,946203790,way
UNNAMED_2810,,,unnamed,,,Bogard,330.062,41.2013964,-117.2491593,1437115546,way
UNNAMED_2826,,,unnamed,,,Bogard,330.257,41.1645425,-117.2378973,1442248887,way
UNNAMED_2827,,,unnamed,,,Bogard,332.087,41.2281196,-117.2313301,1442903974,way
UNNAMED_3450,,,unnamed,,,Bogard,425.825,41.4665813,-116.1498488,1509369892,way
UNNAMED_749,,,unnamed,,,Bogard,449.532,41.5729684,-115.8889533,170401702,way
UNNAMED_1260,,CFE,unnamed,,,Border,15.072,32.4270689,-116.9411358,555020054,way
UNNAMED_1398,,,unnamed,,,Border,6.715,32.5037969,-116.9268834,677412088,way
UNNAMED_1401,,,unnamed,,,Border,14.918,32.4453156,-116.8659195,677555678,way
UNNAMED_1572,,,unnamed,,,Border,12.298,32.455776,-116.9771406,769991382,way
UNNAMED_1573,,,unnamed,,,Border,13.168,32.4488478,-116.9822083,769992219,way
UNNAMED_1685,,,unnamed,,,Border,13.499,32.4451238,-116.9068694,879060424,way
UNNAMED_1688,,,unnamed,,,Border,16.155,32.4234614,-116.8935916,879249598,way
UNNAMED_1695,,,unnamed,,,Border,6.656,32.5040734,-116.9282742,879445173,way
UNNAMED_2008,,,unnamed,,,Border,13.661,32.4446761,-116.9840245,1119209683,way
UNNAMED_2009,,,unnamed,,,Border,12.422,32.4549966,-116.9787725,1119209697,way
UNNAMED_2029,,,unnamed,,,Borrego,31.769,33.4118278,-116.0507465,1122502636,way
UNNAMED_1783,,,unnamed,,,Boulevard,6.719,32.7214328,-116.2621165,934897453,way
UNNAMED_1195,,,unnamed,,,Bridgeport,62.382,38.5178714,-118.6250453,483756794,way
UNNAMED_1497,,,unnamed,,,Bridgeport,100.081,38.5357259,-118.1557082,724195901,way
UNNAMED_1498,,,unnamed,,,Bridgeport,74.502,38.6204197,-118.5460074,724847688,way
UNNAMED_1502,,,unnamed,,,Bridgeport,386.765,40.7847647,-116.1865248,729235507,way
UNNAMED_1648,,,unnamed,,,Bridgeport,80.956,38.5366378,-118.394802,849602985,way
UNNAMED_1716,,,unnamed,,,Bridgeport,98.457,38.5420485,-118.1787302,889978037,way
UNNAMED_1796,,,unnamed,,,Bridgeport,251.947,39.5912619,-116.9135768,954082291,way
UNNAMED_1797,,,unnamed,,,Bridgeport,251.722,39.5876595,-116.9133895,954082316,way
UNNAMED_1908,,,unnamed,,,Bridgeport,251.810,39.5858603,-116.910382,1061886223,way
UNNAMED_1984,,,unnamed,,,Bridgeport,300.360,40.3215014,-117.0401483,1098877200,way
UNNAMED_1985,,,unnamed,,,Bridgeport,32.786,38.3567522,-118.8983865,1099405740,way
UNNAMED_2149,,,unnamed,,,Bridgeport,361.431,40.7106076,-116.5265493,1218265545,way
UNNAMED_2669,,,unnamed,,,Bridgeport,251.834,39.5854686,-116.9096663,1299417615,way
UNNAMED_2707,,,unnamed,,,Bridgeport,331.581,40.4056292,-116.6098968,1333782559,way
UNNAMED_2708,,,unnamed,,,Bridgeport,331.645,40.4060274,-116.6093458,1333782560,way
UNNAMED_2824,,,unnamed,,,Bridgeport,265.572,40.1818092,-117.4751287,1442247160,way
UNNAMED_3387,,,unnamed,,,Bridgeport,65.959,38.5594718,-118.6109445,1485100448,way
UNNAMED_3389,,,unnamed,,,Bridgeport,305.275,40.2685871,-116.8720631,1485100450,way
UNNAMED_3454,,,unnamed,,,Bridgeport,311.762,40.2369032,-116.7176587,1515027443,way
UNNAMED_3455,,,unnamed,,,Bridgeport,311.770,40.23752,-116.7183391,1515027444,way
UNNAMED_665,,,unnamed,,,Bridgeport,235.553,39.5269614,-117.0901963,166195682,way
UNNAMED_666,,,unnamed,,,Bridgeport,132.632,39.294809,-118.5712223,166195684,way
UNNAMED_743,,,unnamed,,,Bridgeport,385.670,40.7946185,-116.2193688,170401690,way
UNNAMED_745,,,unnamed,,,Bridgeport,413.789,40.878154,-115.8537527,170401692,way
UNNAMED_746,,,unnamed,,,Bridgeport,387.929,40.7878577,-116.1707485,170401693,way
UNNAMED_747,,,unnamed,,,Bridgeport,415.144,40.8533828,-115.7994997,170401696,way
UNNAMED_748,,,unnamed,,,Bridgeport,386.234,40.7266122,-116.1163902,170401697,way
UNNAMED_751,,,unnamed,,,Bridgeport,313.476,40.1764636,-116.6125437,170402291,way
UNNAMED_752,,,unnamed,,,Bridgeport,313.559,40.2614406,-116.7201198,170402292,way
UNNAMED_776,,,unnamed,,,Bridgeport,485.783,41.1130645,-114.9776287,174197058,way
UNNAMED_777,,,unnamed,,,Bridgeport,417.950,40.840381,-115.7372821,174197059,way
UNNAMED_778,,,unnamed,,,Bridgeport,485.699,41.1119719,-114.9777099,174197061,way
UNNAMED_779,,,unnamed,,,Bridgeport,485.642,41.1120914,-114.9787333,174197062,way
UNNAMED_1175,,Sacramento Municipal Utility District,unnamed,,,Brighton,14.549,38.5458807,-121.2404729,468578941,way
UNNAMED_1183,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.604,38.4376331,-121.375524,476447380,way
UNNAMED_1250,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.716,38.577437,-121.3272898,548902173,way
UNNAMED_1251,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.990,38.5892312,-121.2678751,548920886,way
UNNAMED_1279,,Sacramento Municipal Utility District,unnamed,,,Brighton,17.428,38.4020929,-121.3350895,571870293,way
UNNAMED_1358,,Sacramento Municipal Utility District,unnamed,,,Brighton,9.956,38.5736074,-121.2979625,636493000,way
UNNAMED_1427,,,unnamed,,,Brighton,14.342,38.4194953,-121.3959126,686494021,way
UNNAMED_1428,,,unnamed,,,Brighton,10.535,38.4534065,-121.4066277,687161806,way
UNNAMED_1528,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.064,38.4630602,-121.4472001,738704988,way
UNNAMED_1613,,Sacramento Municipal Utility District,unnamed,,,Brighton,18.172,38.3869003,-121.3737583,826561761,way
UNNAMED_1627,,Sacramento Municipal Utility District,unnamed,,,Brighton,14.995,38.5066874,-121.2437147,838135103,way
UNNAMED_1838,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.825,38.6049377,-121.3066002,1007840512,way
UNNAMED_1884,,Sacramento Municipal Utility District,unnamed,,,Brighton,17.044,38.3951773,-121.3952646,1046390550,way
UNNAMED_1924,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.867,38.6275884,-121.3990071,1070719390,way
UNNAMED_1949,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.204,38.6087433,-121.3784488,1073467473,way
UNNAMED_1956,,Sacramento Municipal Utility District,unnamed,,,Brighton,5.946,38.595342,-121.375597,1073724537,way
UNNAMED_1964,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.495,38.6327894,-121.3131985,1083847007,way
UNNAMED_2098,,,unnamed,,,Brighton,14.550,38.6784484,-121.3924367,1183387426,way
UNNAMED_2414,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.291,38.61273,-121.4221993,1280599842,way
UNNAMED_2417,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.495,38.5553288,-121.32205,1280690099,way
UNNAMED_2418,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.800,38.5780658,-121.2895654,1280692438,way
UNNAMED_2422,,Sacramento Municipal Utility District,unnamed,,,Brighton,6.075,38.6012886,-121.423947,1280942145,way
UNNAMED_2423,,Sacramento Municipal Utility District,unnamed,,,Brighton,6.636,38.6057944,-121.4274732,1280942147,way
UNNAMED_2424,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.915,38.6083535,-121.4563049,1280950395,way
UNNAMED_2425,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.388,38.6193479,-121.4395869,1280957547,way
UNNAMED_2426,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.407,38.6223534,-121.4262431,1280957555,way
UNNAMED_2430,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.206,38.6126481,-121.3997445,1281248325,way
UNNAMED_2431,,Sacramento Municipal Utility District,unnamed,,,Brighton,6.980,38.6108464,-121.4039016,1281248326,way
UNNAMED_2432,,Sacramento Municipal Utility District,unnamed,,,Brighton,6.569,38.6047337,-121.3860528,1281248331,way
