osm_display_name,osm_original_name,osm_operator,match_type,match_source,match_util,matched_name,dist_km,osm_lat,osm_lon,osm_id,osm_type
UNNAMED_2434,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.038,38.6314374,-121.3632212,1281781825,way
UNNAMED_2435,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.691,38.6184707,-121.364109,1281786847,way
UNNAMED_2436,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.548,38.6068036,-121.3640644,1281786850,way
UNNAMED_2437,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.516,38.5915876,-121.3415161,1281794962,way
UNNAMED_2438,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.063,38.6206413,-121.4057761,1281821863,way
UNNAMED_2439,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.929,38.6162021,-121.3805421,1281825698,way
UNNAMED_2440,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.612,38.6132716,-121.3807784,1281825701,way
UNNAMED_2451,,Sacramento Municipal Utility District,unnamed,,,Brighton,11.046,38.6459274,-121.3853541,1282626305,way
UNNAMED_2452,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.370,38.6063119,-121.3466293,1282628355,way
UNNAMED_2457,,Sacramento Municipal Utility District,unnamed,,,Brighton,11.044,38.6474201,-121.4113977,1282955141,way
UNNAMED_2458,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.992,38.6469593,-121.4109963,1282955142,way
UNNAMED_2459,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.495,38.6425262,-121.4076824,1282955149,way
UNNAMED_2462,,Sacramento Municipal Utility District,unnamed,,,Brighton,5.132,38.5083895,-121.4377204,1283021111,way
UNNAMED_2465,,Sacramento Municipal Utility District,unnamed,,,Brighton,14.550,38.6784484,-121.3924367,1283338622,way
UNNAMED_2467,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.592,38.6210547,-121.3293222,1283397354,way
UNNAMED_2468,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.245,38.6393746,-121.3288357,1283401139,way
UNNAMED_2480,,Sacramento Municipal Utility District,unnamed,,,Brighton,5.919,38.6013373,-121.4102531,1283705812,way
UNNAMED_2505,,Sacramento Municipal Utility District,unnamed,,,Brighton,9.560,38.6134211,-121.3361672,1284912051,way
UNNAMED_2530,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.742,38.5766572,-121.2658055,1285712993,way
UNNAMED_2531,,Sacramento Municipal Utility District,unnamed,,,Brighton,6.581,38.5437809,-121.3322721,1285755046,way
UNNAMED_2537,,Sacramento Municipal Utility District,unnamed,,,Brighton,6.544,38.5246027,-121.4767059,1285786149,way
UNNAMED_2540,,Sacramento Municipal Utility District,unnamed,,,Brighton,9.664,38.5861089,-121.3077525,1286098127,way
UNNAMED_2546,,Sacramento Municipal Utility District,unnamed,,,Brighton,9.571,38.5009743,-121.3157108,1287514041,way
UNNAMED_2547,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.620,38.4807928,-121.3915588,1287824302,way
UNNAMED_2548,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.395,38.4781802,-121.3714724,1287824304,way
UNNAMED_2549,,Sacramento Municipal Utility District,unnamed,,,Brighton,6.340,38.4920818,-121.3944446,1288121022,way
UNNAMED_2550,,Sacramento Municipal Utility District,unnamed,,,Brighton,9.383,38.4856387,-121.335281,1288127994,way
UNNAMED_2553,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.065,38.4630585,-121.4472001,1290055831,way
UNNAMED_2555,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.008,38.4481816,-121.4599468,1291127187,way
UNNAMED_2556,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.005,38.4483681,-121.4604383,1291127481,way
UNNAMED_2557,,Sacramento Municipal Utility District,unnamed,,,Brighton,14.506,38.4216932,-121.4487537,1291136483,way
UNNAMED_2558,,Sacramento Municipal Utility District,unnamed,,,Brighton,13.826,38.4301627,-121.457912,1291144870,way
UNNAMED_2568,,Sacramento Municipal Utility District,unnamed,,,Brighton,20.890,38.4019676,-121.2569993,1293099409,way
UNNAMED_2571,,Sacramento Municipal Utility District,unnamed,,,Brighton,11.685,38.4530842,-121.3504928,1293278932,way
UNNAMED_2572,,Sacramento Municipal Utility District,unnamed,,,Brighton,9.972,38.4604296,-121.3838919,1293285553,way
UNNAMED_2573,,Sacramento Municipal Utility District,unnamed,,,Brighton,11.987,38.4403687,-121.4045026,1293285555,way
UNNAMED_2574,,Sacramento Municipal Utility District,unnamed,,,Brighton,6.345,38.4940339,-121.4309084,1293290135,way
UNNAMED_2575,,Sacramento Municipal Utility District,unnamed,,,Brighton,14.323,38.4227783,-121.3699464,1293292516,way
UNNAMED_2576,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.776,38.4353945,-121.4360009,1293300583,way
UNNAMED_2577,,Sacramento Municipal Utility District,unnamed,,,Brighton,17.041,38.3951101,-121.4183114,1293302854,way
UNNAMED_2589,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.680,38.6308871,-121.3453468,1293954629,way
UNNAMED_2590,,Sacramento Municipal Utility District,unnamed,,,Brighton,5.481,38.5549954,-121.3453296,1293960716,way
UNNAMED_2591,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.083,38.4754542,-121.4091136,1293968785,way
UNNAMED_2629,,Sacramento Municipal Utility District,unnamed,,,Brighton,9.188,38.6248232,-121.4471119,1295827127,way
UNNAMED_2630,,Sacramento Municipal Utility District,unnamed,,,Brighton,15.908,38.4339749,-121.2975928,1295833885,way
UNNAMED_2631,,Sacramento Municipal Utility District,unnamed,,,Brighton,14.368,38.4191935,-121.418335,1295836063,way
UNNAMED_2632,,Sacramento Municipal Utility District,unnamed,,,Brighton,16.117,38.4069589,-121.4496273,1295836064,way
UNNAMED_2633,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.637,38.4754245,-121.442631,1295838432,way
UNNAMED_2634,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.194,38.4937846,-121.452588,1295838434,way
UNNAMED_2635,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.863,38.4830829,-121.4665986,1295839843,way
UNNAMED_2636,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.920,38.4910764,-121.4798111,1295840608,way
UNNAMED_2690,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.615,38.6545366,-121.3573602,1315188290,way
UNNAMED_2988,,,unnamed,,,Brighton,15.466,38.5258111,-121.2322331,1467491565,way
UNNAMED_3305,,,unnamed,,,Brighton,12.711,38.5911833,-121.2723007,1485095191,way
UNNAMED_3306,,,unnamed,,,Brighton,12.267,38.6037632,-121.2858747,1485095192,way
UNNAMED_3339,,,unnamed,,,Brighton,16.069,38.4158764,-121.4821292,1485095234,way
UNNAMED_3342,,,unnamed,,,Brighton,5.677,38.5350346,-121.3446553,1485095245,way
UNNAMED_3343,,,unnamed,,,Brighton,5.791,38.5633806,-121.3440552,1485095246,way
UNNAMED_551,,Sacramento Municipal Utility District,unnamed,,,Brighton,10.133,38.6372887,-121.3835829,97513161,way
UNNAMED_552,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.357,38.6576627,-121.3836702,97535591,way
UNNAMED_575,,Sacramento Municipal Utility District,unnamed,,,Brighton,12.406,38.6582592,-121.3847885,100928566,way
UNNAMED_856,,Sacramento Municipal Utility District,unnamed,,,Brighton,6.444,38.6023199,-121.4340616,190162603,way
UNNAMED_857,,Sacramento Municipal Utility District,unnamed,,,Brighton,7.251,38.6056485,-121.447082,190561359,way
UNNAMED_875,,Sacramento Municipal Utility District,unnamed,,,Brighton,8.728,38.4702044,-121.419645,204323050,way
UNNAMED_1679,,,unnamed,,,CAMERON,10.155,32.5568958,-116.5438364,878445490,way
UNNAMED_3243,,,unnamed,,,CANTUA,6.488,36.3991707,-120.2793456,1485095103,way
UNNAMED_3188,,,unnamed,,,CARNERAS,9.797,35.6015494,-119.7261017,1485095043,way
UNNAMED_1190,,,unnamed,,,CARRIZO PLAINS,11.183,35.3791029,-119.9168309,480697705,way
UNNAMED_2476,,Sacramento Municipal Utility District,unnamed,,,CATLETT,11.913,38.7101809,-121.4628025,1283685612,way
UNNAMED_2627,,Sacramento Municipal Utility District,unnamed,,,CATLETT,11.982,38.704869,-121.4799816,1295750024,way
UNNAMED_3303,,,unnamed,,,CATLETT,7.332,38.7902277,-121.5976845,1485095187,way
UNNAMED_2835,,,unnamed,,,CLARK ROAD,7.931,39.6785647,-121.7228597,1448110609,way
UNNAMED_1848,,Sacramento Municipal Utility District,unnamed,,,CLARKSVILLE,18.260,38.4947464,-121.1019875,1015117686,way
UNNAMED_3236,,,unnamed,,,COALINGA NO 1,8.911,36.1309175,-120.245142,1485095096,way
UNNAMED_3237,,,unnamed,,,COALINGA NO 1,8.107,36.1369487,-120.2538821,1485095097,way
UNNAMED_3241,,,unnamed,,,COALINGA NO 2,9.594,36.3075091,-120.2516437,1485095101,way
UNNAMED_2554,,Sacramento Municipal Utility District,unnamed,,,COLONY,18.976,38.3541994,-121.2424652,1291010261,way
UNNAMED_2580,,Sacramento Municipal Utility District,unnamed,,,COLONY,16.127,38.3352277,-121.1689809,1293468965,way
UNNAMED_2588,,Sacramento Municipal Utility District,unnamed,,,COLONY,13.498,38.311887,-121.1824482,1293519401,way
UNNAMED_3068,,,unnamed,,,COPPERMINE,11.785,36.9977148,-119.7033003,1485094904,way
UNNAMED_1225,,,unnamed,,,CRESCENT MILLS,271.721,40.8874354,-117.8714461,527232373,way
UNNAMED_1230,,,unnamed,,,CRESCENT MILLS,247.400,40.7807857,-118.1300837,527787097,way
UNNAMED_1231,,,unnamed,,,CRESCENT MILLS,139.723,40.462421,-119.3360435,528056804,way
UNNAMED_1232,,,unnamed,,,CRESCENT MILLS,141.532,40.5189091,-119.3373813,528056807,way
UNNAMED_1233,,,unnamed,,,CRESCENT MILLS,143.586,40.5795437,-119.3409667,528056809,way
UNNAMED_1236,,,unnamed,,,CRESCENT MILLS,138.574,40.4208905,-119.3348721,528226490,way
UNNAMED_1237,,,unnamed,,,CRESCENT MILLS,132.312,40.3829281,-119.3985759,528370243,way
UNNAMED_1238,,,unnamed,,,CRESCENT MILLS,136.276,40.3481509,-119.3405261,528370260,way
UNNAMED_1239,,,unnamed,,,CRESCENT MILLS,133.532,40.4169161,-119.3951158,528370263,way
UNNAMED_2032,,,unnamed,,,CRESCENT MILLS,277.426,40.9113593,-117.8103646,1131222574,way
UNNAMED_2153,,,unnamed,,,CRESCENT MILLS,306.302,40.9813758,-117.4790065,1222118305,way
UNNAMED_2778,,,unnamed,,,CRESCENT MILLS,62.811,40.0898152,-120.1723406,1421928021,way
UNNAMED_2784,,,unnamed,,,CRESCENT MILLS,48.270,40.4044287,-120.5132193,1427394672,way
UNNAMED_2785,,,unnamed,,,CRESCENT MILLS,46.953,40.3977769,-120.5265438,1427394674,way
UNNAMED_3023,,NV Energy,unnamed,,,CRESCENT MILLS,286.148,40.9627814,-117.7235841,1484695779,way
UNNAMED_3350,,,unnamed,,,CRESCENT MILLS,64.666,40.275278,-120.1874363,1485095256,way
UNNAMED_3388,,,unnamed,,,CRESCENT MILLS,132.159,40.380883,-119.3997949,1485100449,way
UNNAMED_3406,,,unnamed,,,CRESCENT MILLS,63.063,40.3513096,-120.2488201,1492294245,way
UNNAMED_792,,,unnamed,,,CRESCENT MILLS,66.523,40.1902824,-120.1383195,178219564,way
UNNAMED_956,,,unnamed,,,CRESCENT MILLS,143.240,40.5814759,-119.3463929,289300565,way
UNNAMED_2697,,,unnamed,,,CRESSEY,18.016,37.551499,-120.7715106,1321435355,way
UNNAMED_1435,,,unnamed,,,Cal City 'A',12.015,35.2114804,-118.0722258,691494481,way
UNNAMED_2790,,,unnamed,,,Cal City 'A',7.100,35.2000751,-118.0051337,1431583462,way
UNNAMED_2484,,,unnamed,,,Camp Far West,5.714,39.0977832,-121.3373333,1283902360,way
UNNAMED_2700,,,unnamed,,,Camp Far West,7.333,39.1136477,-121.3330696,1328841831,way
UNNAMED_974,,,unnamed,,,Camp Far West,9.783,39.1129378,-121.3946392,324329521,way
UNNAMED_1371,,,unnamed,,,Cantil,8.836,35.256011,-118.0235641,652919367,way
UNNAMED_1436,,,unnamed,,,Cantil,5.959,35.2565969,-117.9679195,691497710,way
UNNAMED_1764,,,unnamed,,,Capacitor,47.162,33.2498548,-115.5009156,917201157,way
UNNAMED_1765,,,unnamed,,,Capacitor,47.905,33.2430852,-115.5013532,917201158,way
UNNAMED_2211,,,unnamed,,,Capacitor,51.864,33.2049371,-115.5731235,1248907680,way
UNNAMED_2216,,,unnamed,,,Capacitor,54.359,33.1934554,-115.4348704,1248907780,way
UNNAMED_2493,,,unnamed,,,Capacitor,34.028,33.3849564,-115.6887628,1284506461,way
UNNAMED_674,,,unnamed,,,Capacitor,47.907,33.2431815,-115.5001812,166649174,way
UNNAMED_675,,,unnamed,,,Capacitor,47.998,33.2422601,-115.5011502,166649175,way
UNNAMED_3272,,,unnamed,,,Carbona,10.107,37.613142,-121.3601202,1485095136,way
UNNAMED_3273,,,unnamed,,,Carbona,9.893,37.6172314,-121.3562491,1485095137,way
UNNAMED_1095,,,unnamed,,,Carrizo Plains,11.809,35.331179,-119.924987,413449177,way
UNNAMED_3429,,,unnamed,,,Casitas,10.235,34.3545487,-119.4218422,1492309666,way
UNNAMED_545,,,unnamed,,,Cheney,12.353,36.5280147,-120.4859058,94670680,way
UNNAMED_805,,,unnamed,,,Chinese Station,17.369,37.8094554,-120.2988282,181658825,way
UNNAMED_2405,,,unnamed,,,Chowchilla,5.447,37.1202254,-120.3120213,1275887341,way
UNNAMED_2307,,,unnamed,,,Cima,61.847,35.2949127,-114.8364426,1253848937,way
UNNAMED_2765,,,unnamed,,,Clark Road,6.274,39.6050361,-121.6003059,1413371564,way
UNNAMED_2005,,Sacramento Municipal Utility District,unnamed,,,Colony,15.999,38.3024809,-121.2964841,1118797824,way
UNNAMED_2113,,,unnamed,,,Colony,13.995,38.2658881,-121.3099141,1191516674,way
UNNAMED_2578,,Sacramento Municipal Utility District,unnamed,,,Colony,12.915,38.274942,-121.2830443,1293458270,way
UNNAMED_2581,,Sacramento Municipal Utility District,unnamed,,,Colony,13.510,38.2640255,-121.3047467,1293479793,way
UNNAMED_2582,,Sacramento Municipal Utility District,unnamed,,,Colony,12.674,38.2545602,-121.3016524,1293479795,way
UNNAMED_2583,,Sacramento Municipal Utility District,unnamed,,,Colony,14.568,38.2714485,-121.3127459,1293482947,way
UNNAMED_3337,,,unnamed,,,Colony,12.870,38.2946395,-121.2454766,1485095232,way
UNNAMED_3338,,,unnamed,,,Colony,14.811,38.2738151,-121.3139065,1485095233,way
UNNAMED_1669,,,unnamed,,,Colorado River,17.844,33.6593621,-114.9827212,868988507,way
UNNAMED_1670,,,unnamed,,,Colorado River,20.422,33.6689006,-115.0082477,868998925,way
UNNAMED_1988,,,unnamed,,,Colorado River,17.881,33.6600397,-114.9827104,1104360199,way
UNNAMED_3470,,,unnamed,,,Colorado River,5.693,33.5729077,-114.7549113,1531507809,way
UNNAMED_2139,,,unnamed,,,Concho,13.231,33.7187532,-116.198651,1211516751,way
UNNAMED_2218,,,unnamed,,,Concho,9.673,33.7314151,-116.2341608,1248907832,way
UNNAMED_2492,,,unnamed,,,Concho,15.852,33.7443173,-116.1634075,1284485132,way
UNNAMED_669,,,unnamed,,,Concho,12.817,33.7429006,-116.1965834,166510331,way
UNNAMED_670,,,unnamed,,,Concho,7.490,33.7428509,-116.2549639,166510336,way
UNNAMED_671,,,unnamed,,,Concho,6.277,33.7975596,-116.2871019,166549841,way
UNNAMED_797,,,unnamed,,,Concho,8.156,33.7258792,-116.2542524,180762505,way
UNNAMED_3118,,,unnamed,,,Converse Flats,6.223,34.2470497,-116.8854037,1485094960,way
UNNAMED_1689,,,unnamed,,,Copus,5.084,35.1093675,-119.3312946,879310917,way
UNNAMED_1968,,,unnamed,,,Coso 1-3,32.380,36.2791681,-117.598156,1088743628,way
UNNAMED_2893,,,unnamed,,,Coso 1-3,38.114,36.1612598,-117.402734,1452784708,way
UNNAMED_2682,,,unnamed,,,Coso 8-9,20.148,35.8986915,-117.6058366,1306297709,way
UNNAMED_2868,,,unnamed,,,Coso 8-9,16.627,35.8579589,-117.7382177,1452386951,way
UNNAMED_2877,,,unnamed,,,Coso 8-9,20.145,35.8987103,-117.6058616,1452549945,way
UNNAMED_3320,,,unnamed,,,Cressey,9.758,37.4626433,-120.7403402,1485095211,way
UNNAMED_2535,,Sacramento Municipal Utility District,unnamed,,,DEEPWATER,5.125,38.5228879,-121.5135304,1285786142,way
UNNAMED_2536,,Sacramento Municipal Utility District,unnamed,,,DEEPWATER,5.312,38.519404,-121.5144705,1285786144,way
UNNAMED_2538,,Sacramento Municipal Utility District,unnamed,,,DEEPWATER,6.501,38.5032561,-121.5174297,1285792929,way
UNNAMED_2545,,Sacramento Municipal Utility District,unnamed,,,DEEPWATER,10.568,38.468161,-121.5012095,1287470276,way
UNNAMED_680,,Sacramento Municipal Utility District,unnamed,,,DEEPWATER,9.063,38.4816067,-121.5060361,167143570,way
UNNAMED_910,,,unnamed,,,DEEPWATER,6.733,38.4940184,-121.5351327,249257036,way
UNNAMED_1205,,,unnamed,,,Deep Springs,505.059,40.7401928,-114.047107,497807050,way
UNNAMED_1387,,,unnamed,,,Deep Springs,506.237,41.0336031,-114.4790765,671919075,way
UNNAMED_1406,,,unnamed,,,Deep Springs,505.657,40.9433125,-114.3401655,680242675,way
UNNAMED_1659,,,unnamed,,,Deep Springs,16.046,37.4895781,-117.8672378,853044521,way
UNNAMED_1660,,,unnamed,,,Deep Springs,16.867,37.49469,-117.8603695,853044522,way
UNNAMED_1843,,,unnamed,,,Deep Springs,339.737,39.2373268,-114.8904334,1011010852,way
UNNAMED_2045,,,unnamed,,,Deep Springs,148.853,38.1455786,-116.5929735,1148297519,way
UNNAMED_2208,,,unnamed,,,Deep Springs,119.956,37.8858727,-116.7778261,1247638931,way
UNNAMED_2209,,,unnamed,,,Deep Springs,119.900,37.8862336,-116.77879,1247638933,way
UNNAMED_2673,,,unnamed,,,Deep Springs,341.217,39.2489567,-114.8801802,1301571787,way
UNNAMED_2771,,,unnamed,,,Deep Springs,336.907,39.2801567,-114.973892,1418344344,way
UNNAMED_2772,,,unnamed,,,Deep Springs,336.929,39.2806267,-114.9740446,1418344352,way
UNNAMED_2775,,,unnamed,,,Deep Springs,116.401,37.7946161,-116.7673477,1421128501,way
UNNAMED_2858,,,unnamed,,,Deep Springs,110.973,38.2511614,-117.3729221,1450977892,way
UNNAMED_2902,,,unnamed,,,Deep Springs,70.604,37.0596109,-117.2853836,1452946146,way
UNNAMED_2904,,,unnamed,,,Deep Springs,77.487,37.7262214,-117.2184294,1453372770,way
UNNAMED_2942,,,unnamed,,,Deep Springs,127.783,38.1221628,-116.873378,1460346328,way
UNNAMED_3392,,,unnamed,,,Deep Springs,200.983,38.4643418,-116.1491785,1486824995,way
UNNAMED_663,,,unnamed,,,Deep Springs,297.746,39.5449464,-115.9737933,166020017,way
UNNAMED_664,,,unnamed,,,Deep Springs,333.336,39.2651871,-115.0114539,166020018,way
UNNAMED_758,,,unnamed,,,Deep Springs,52.018,37.7543678,-117.6324033,170816715,way
UNNAMED_759,,,unnamed,,,Deep Springs,75.335,37.8240892,-117.3373869,170816717,way
UNNAMED_760,,,unnamed,,,Deep Springs,120.691,38.3236189,-117.3097884,170816718,way
UNNAMED_761,,,unnamed,,,Deep Springs,95.647,38.1312348,-117.4593859,170816719,way
UNNAMED_772,,,unnamed,,,Deep Springs,555.200,41.3345397,-114.0412208,174019121,way
UNNAMED_773,,,unnamed,,,Deep Springs,588.777,41.6376156,-113.9032851,174019123,way
UNNAMED_774,,,unnamed,,,Deep Springs,503.175,40.7372613,-114.0755813,174019125,way
UNNAMED_775,,,unnamed,,,Deep Springs,503.652,40.8386773,-114.21436,174197057,way
UNNAMED_951,,,unnamed,,,Deep Springs,119.862,37.8860661,-116.7791782,284272125,way
UNNAMED_952,,,unnamed,,,Deep Springs,119.862,37.8860661,-116.7791782,284272126,way
UNNAMED_953,,,unnamed,,,Deep Springs,120.869,37.8858715,-116.766076,284315800,way
UNNAMED_977,,,unnamed,,,Deep Springs,339.299,39.2386593,-114.8980428,329887690,way
UNNAMED_2049,,,unnamed,,,Divide,8.932,34.8018615,-120.5408383,1150699353,way
UNNAMED_1224,,,unnamed,,,Dixon Landing,5.203,37.5036366,-121.9110529,526361284,way
UNNAMED_2887,,,unnamed,,,Downs,5.525,35.6587817,-117.7294498,1452692258,way
UNNAMED_3348,,,unnamed,,,Drum 2,8.061,39.2982044,-120.8440827,1485095254,way
UNNAMED_1218,,,unnamed,,,Dunlap,8.189,36.6369254,-119.0123216,523517068,way
UNNAMED_1000,,,unnamed,,,ECHO SUMMIT,43.683,39.1518134,-119.7492407,354759306,way
UNNAMED_1112,,,unnamed,,,ECHO SUMMIT,128.500,39.4601533,-118.7842108,433202204,way
UNNAMED_1114,,,unnamed,,,ECHO SUMMIT,109.741,39.467509,-119.0632166,435152382,way
UNNAMED_1115,,,unnamed,,,ECHO SUMMIT,95.851,39.4182501,-119.2231406,435154722,way
UNNAMED_1171,,,unnamed,,,ECHO SUMMIT,60.335,39.2294763,-119.5638146,464307692,way
UNNAMED_1212,,,unnamed,,,ECHO SUMMIT,26.383,38.976602,-119.7946456,510082138,way
UNNAMED_1216,,,unnamed,,,ECHO SUMMIT,139.080,39.6335184,-118.7971529,523257466,way
UNNAMED_1434,,,unnamed,,,ECHO SUMMIT,41.222,39.1279363,-119.7547637,691145363,way
