utility,substation_name,util_lat,util_lon,cec_lat,cec_lon,type,status
pge,GUALALA,38.78608834746834,-123.52264215716971,38.78617484,-123.52208416,SUBSTATION,Operational
pge,PANAMA,35.29554130507497,-119.02181642397912,35.29555113,-119.02163969,SUBSTATION,Operational
pge,KONOCTI,38.932601383485405,-122.74098053352844,38.93232535,-122.74099288,SUBSTATION,Operational
pge,BORONDA,36.690641286171,-121.67942490459326,36.69028178,-121.67924483,SUBSTATION,Operational
pge,ALMADEN,37.26010442296057,-121.8898329799593,37.25995628,-121.88988531,SUBSTATION,Operational
pge,BUELLTON,34.62516166893696,-120.18655523536748,34.62477183,-120.18608208,SUBSTATION,Operational
pge,FORESTHILL,39.01998695236322,-120.8293416806212,39.0192965,-120.83023212,SUBSTATION,Operational
pge,PRUNEDALE,36.7848917695957,-121.6710561826014,36.78537639,-121.67112012,SUBSTATION,Operational
pge,DAYTON ROAD,39.72016631724905,-121.83969083882324,39.71972188,-121.83932292,SUBSTATION,Operational
pge,BARTON,36.764127437715366,-119.73480480396712,36.76423771,-119.73489812,SUBSTATION,Operational
pge,BRIDGEVILLE,40.47973690196123,-123.78042714948089,40.47964093,-123.78029605,SUBSTATION,Operational
pge,MABURY,37.36110148781495,-121.86446124822062,37.36081022,-121.86414452,SUBSTATION,Operational
pge,TUDOR,38.9816906487069,-121.63537871499491,38.98167395,-121.63510417,SUBSTATION,Operational
pge,GATES,36.13875751303389,-120.1233876281544,36.14024003,-120.12545097,SUBSTATION,Operational
pge,GIFFEN,36.54577475933991,-120.33539282422548,36.54513862,-120.33476285,SUBSTATION,Operational
pge,CLARKSVILLE,38.6556481194856,-121.05997890956418,38.65571276,-121.05953062,SUBSTATION,Operational
pge,ORO FINO,39.87163789301229,-121.611036786173,39.87155736,-121.6107717,SUBSTATION,Operational
pge,SAN RAMON,37.74487564264759,-121.93673033346126,37.74472078,-121.93589666,SUBSTATION,Operational
pge,EAST NICOLAUS,38.90941478613143,-121.54229853496466,38.90969743,-121.54248504,SUBSTATION,Operational
pge,TRES VIAS,39.48664776643268,-121.68751739757202,39.4867594,-121.68801089,SUBSTATION,Operational
pge,CARUTHERS,36.53207399155622,-119.88218484607894,36.53216444,-119.88145677,SUBSTATION,Operational
pge,SAN JOAQUIN,36.62114126800271,-120.17810289515532,36.62093115,-120.17833856,SUBSTATION,Operational
pge,BRENTWOOD,37.91951019657826,-121.6770008771395,37.91905242,-121.67675008,SUBSTATION,Operational
pge,CLOVIS,36.82632258904477,-119.68092161392016,36.82619305,-119.68124113,SUBSTATION,Operational
pge,CAYETANO,37.73836825979488,-121.77069648385788,37.73860001,-121.77115017,SUBSTATION,Operational
pge,PIERCY,37.27020479293485,-121.78738454597324,37.26909021,-121.78723318,SUBSTATION,Operational
pge,COLONY,38.19050048956095,-121.18105263498548,38.19021937,-121.18187157,SUBSTATION,Operational
pge,SANTA TERESA,37.238496970450434,-121.79054338190755,37.23871506,-121.79075694,SUBSTATION ASSUMED,
pge,PEACHTON,39.37878705432235,-121.68516794919552,39.37823659,-121.68508122,SUBSTATION,Operational
pge,CORDELIA,38.21563871076733,-122.11186468922854,38.21593494,-122.11238794,SUBSTATION,Operational
pge,MORGAN HILL,37.12649792772826,-121.6591293431273,37.12669562,-121.65889,SUBSTATION,Operational
pge,ARANA,36.98438410414178,-121.99012545589314,36.9842827,-121.99036467,SUBSTATION,Operational
pge,VACAVILLE,38.35652261234486,-121.98035345499687,38.35651911,-121.9804878,SUBSTATION,Operational
pge,ARLINGTON,37.88897961680794,-122.27297827230667,37.88891931,-122.27292584,SUBSTATION,Operational
pge,FAIRHAVEN,40.80053988251958,-124.1961850487832,40.80046201,-124.19627996,SUBSTATION,Operational
