t3_name,sub_id,t3_norm,alt_name,alt_lat,alt_lon,alt_norm,t3_in_basin,alt_in_basin,names_agree
Shandin,748.0,shandin,Shandin,34.16994214942746,-117.33110163065926,shandin,True,True,True
Shawnee,983.0,shawnee,Shawnee,33.77335503678712,-118.01125537351678,shawnee,True,True,True
Sherwin,205.0,sherwin,Sherwin,37.56199618416868,-118.67541707394592,sherwin,True,True,True
Shuttle,584.0,shuttle,Shuttle,34.64344523991096,-118.16401266997,shuttle,True,True,True
Sierra Madre,417.0,sierra madre,Sierra Madre,34.15828981695313,-118.05452246502422,sierra madre,True,True,True
Signal Hill,873.0,signal hill,Signal Hill,33.811337811686506,-118.16816655498816,signal hill,True,True,True
Silver Spur,1741.0,silver spur,Silver Spur,33.69940144429198,-116.38453151272898,silver spur,True,True,True
Sinker P.t.,2243.0,sinker,Sinker P.T.,37.32371886917248,-118.499682206711,sinker,False,False,True
Sixteenth Street,1742.0,sixteenth street,Sixteenth Street,34.12892321681423,-117.30429340398936,sixteenth street,True,True,True
Skiland,193.0,skiland,Skiland,37.63661913523276,-118.9649920577004,skiland,True,True,True
Skyborne P.t.,1895.0,skyborne,Skyborne P.T.,33.9634093828063,-116.56609080208187,skyborne,False,False,True
Skylark,1812.0,skylark,Skylark,33.63157278371007,-117.29169251069688,skylark,True,True,True
Slater,1015.0,slater,Slater,33.69235866914367,-118.0169822483806,slater,True,True,True
Smiley,785.0,smiley,Smiley,34.02806999785241,-117.16639300179828,smiley,True,True,True
Snowcreek P.t.,1560.0,snowcreek,Snowcreek P.T.,33.904916760230016,-116.67595756755536,snowcreek,False,False,True
Solemint,693.0,solemint,Solemint,34.45286218745676,-118.42267722553474,solemint,True,True,True
Somerset,875.0,somerset,Somerset,33.87411213712543,-118.1429962772186,somerset,True,True,True
Somis,672.0,somis,Somis,34.26477110560397,-119.0098096206216,somis,True,True,True
Soper P.t.,1992.0,soper,Soper P.T.,33.86582283709328,-118.1191094431758,soper,False,False,True
Sophie P.t.,2228.0,sophie,Sophie P.T.,33.72370748245825,-117.2959148993144,sophie,False,False,True
Soquel,817.0,soquel,Soquel,33.96468399845458,-117.69453800145904,soquel,True,True,True
South Gate,909.0,south gate,South Gate,33.946621098135765,-118.21314454613564,south gate,True,True,True
Southridge P.t.,1549.0,southridge,Southridge P.T.,33.79445005439098,-116.50266784848702,southridge,False,False,True
Southwind,66.0,southwind,Southwind,35.03149211101637,-118.3500052736917,southwind,True,True,True
Springville,306.0,springville,Springville,36.10803200441783,-118.93841799837114,springville,True,True,True
Stadium,912.0,stadium,Stadium,33.771905998735384,-118.1000940007785,stadium,True,True,True
Stadler,1813.0,stadler,Stadler,33.55765478275708,-117.20339744878916,stadler,True,True,True
State Street,876.0,state street,State Street,33.79016623411935,-118.1987541678778,state street,True,True,True
Stetson,811.0,stetson,Stetson,33.73329500445457,-117.00759399721343,stetson,True,True,True
Stewart,964.0,stewart,Stewart,33.94016034737311,-118.1405332828118,stewart,True,True,True
Stewval P.t.,1557.0,stewval,Stewval P.T.,36.18544769220795,-116.12705299749538,stewval,False,False,True
Stoddard,763.0,stoddard,Stoddard,34.09969444150969,-117.29255556004196,stoddard,True,True,True
Strathmore,585.0,strathmore,Strathmore,36.14663499587697,-119.05767500254356,strathmore,True,True,True
Stroh P.t.,1568.0,stroh,Stroh P.T.,33.83854905420777,-117.52165051890846,stroh,False,False,True
Styx P.t.,1538.0,styx,Styx P.T.,34.59965106449961,-117.20522467565172,styx,False,False,True
Sugarloaf P.t.,1561.0,sugarloaf,Sugarloaf P.T.,35.84119712706771,-118.61610103815796,sugarloaf,False,False,True
Sun City,1887.0,sun city,Sun City,33.68657428124284,-117.14683101567914,sun city,True,True,True
Sunlight P.t.,1567.0,sunlight,Sunlight P.T.,33.87973365665105,-118.1768934648279,sunlight,False,False,True
Sunny Dunes,1747.0,sunny dunes,Sunny Dunes,33.813000583701175,-116.54362550571427,sunny dunes,True,True,True
Surrey U.g.s.,1564.0,surrey u g s,Surrey U.G.S.,33.75575006143004,-118.3499964209899,surrey u g s,False,False,True
Tahiti,544.0,tahiti,Tahiti,33.97735300085169,-118.43602700278474,tahiti,True,True,True
Tahquitz P.t.,1573.0,tahquitz,Tahquitz P.T.,33.706694509279565,-116.73267963167255,tahquitz,False,False,True
Talbert,965.0,talbert,Talbert,33.7140820008966,-117.9197889959811,talbert,True,True,True
Tamarisk,1624.0,tamarisk,Tamarisk,33.79191236586689,-116.44988631108914,tamarisk,True,True,True
Tapia,550.0,tapia,Tapia,34.03632128875002,-118.68464815377833,tapia,False,False,True
Tatanka P.t.,1308.0,tatanka,Tatanka P.T.,34.43997563487477,-119.61407210203724,tatanka,False,False,True
Team,979.0,team,Team,33.745052055991295,-117.99988488347098,team,True,True,True
Tejon Peak P.t.,1574.0,tejon peak,Tejon Peak P.T.,34.78746751829648,-118.81914765786487,tejon peak,False,False,True
Telegraph,1006.0,telegraph,Telegraph,33.932316996259004,-117.99226800438082,telegraph,True,True,True
Temple,439.0,temple,Temple,34.106083373313496,-118.06831447177188,temple,True,True,True
Tenaja,1771.0,tenaja,Tenaja,33.58568591002949,-117.25518539978694,tenaja,True,True,True
Tennessee,758.0,tennessee,Tennessee,34.02788977886522,-117.11081863473538,tennessee,True,True,True
Terra Bella,586.0,terra bella,Terra Bella,35.963920922490146,-119.0194234862961,terra bella,True,True,True
Terrace,419.0,terrace,Terrace,34.05727507993439,-118.18238468977091,terrace,True,True,True
Thornhill,1745.0,thornhill,Thornhill,33.81351258763198,-116.53266202407576,thornhill,True,True,True
Thousand Oaks,703.0,thousand oaks,Thousand Oaks,34.188342099993754,-118.87204455280695,thousand oaks,True,True,True
Three Rivers,609.0,three rivers,Three Rivers,36.45169228357878,-118.89043935860252,three rivers,True,True,True
Timberwine,620.0,timberwine,Timberwine,37.13603914241052,-119.26106387118564,timberwine,False,False,True
Timoteo,732.0,timoteo,Timoteo,34.062377610723054,-117.24403188200333,timoteo,True,True,True
Tippecanoe,769.0,tippecanoe,Tippecanoe,34.12086699889711,-117.25843800399126,tippecanoe,True,True,True
Tipton,587.0,tipton,Tipton,36.05173057551146,-119.30475034619822,tipton,True,True,True
Topaz,541.0,topaz,Topaz,33.82759337136988,-118.3760024228016,topaz,True,True,True
Torrance,542.0,torrance,Torrance,33.829617505342334,-118.34459467876938,torrance,True,True,True
Trask,1011.0,trask,Trask,33.76640699726132,-117.97981700324527,trask,True,True,True
Triton,1889.0,triton,Triton,33.542546289503576,-117.11486165160484,triton,True,True,True
Trona,1755.0,trona,Trona,35.77288627156985,-117.37016716637036,trona,True,True,True
Trophy,770.0,trophy,Trophy,34.039299427293365,-117.81990120259648,trophy,True,True,True
Tulare,589.0,tulare,Tulare,36.21283164375503,-119.32989254472216,tulare,True,True,True
Tumbleweed P.t.,1583.0,tumbleweed,Tumbleweed P.T.,35.34632039954138,-117.6399305395016,tumbleweed,False,False,True
Tyburn P.t.,1577.0,tyburn,Tyburn P.T.,33.76234082276714,-118.4150374659854,tyburn,False,False,True
Universal,714.0,universal,Universal,34.143280476249465,-118.3563502272626,universal,False,False,True
Upland,767.0,upland,Upland,34.09358500389584,-117.65009700275988,upland,True,True,True
Vail,443.0,vail,Vail,34.00650048394172,-118.12826806795012,vail,True,True,True
Valdez,506.0,valdez,Valdez,34.14792376295858,-118.6317477698814,valdez,True,True,True
Valley,347.0,valley,Valley,33.74010469194348,-117.15614491519052,valley,True,True,True
Valley Of The Moon P.t.,1585.0,valley of the moon,Valley Of The Moon P.T.,34.24334825125187,-117.25983834866324,valley of the moon,False,False,True
Vanderlip P.t.,1587.0,vanderlip,Vanderlip P.T.,33.74749758577968,-118.37109828367488,vanderlip,False,False,True
Vegas,704.0,vegas,Vegas,34.449549339284125,-119.815908448548,vegas,True,True,True
Venice Hill,590.0,venice hill,Venice Hill,36.4152409069544,-119.18981522163924,venice hill,True,True,True
Venida,591.0,venida,Venida,36.32538250623872,-119.13453725693633,venida,True,True,True
Vera,915.0,vera,Vera,33.76554057259821,-117.9282905316424,vera,True,True,True
Verdant,1760.0,verdant,Verdant,33.41784425716497,-114.72418516485564,verdant,True,True,True
Via Huerto P.t.,1588.0,via huerto,Via Huerto P.T.,34.42852551056769,-119.78481610250216,via huerto,False,False,True
Victoria,501.0,victoria,Victoria,33.85900132801055,-118.3741593441038,victoria,True,True,True
Vista,334.0,vista,Vista,34.04131699907365,-117.31895400501956,vista,True,True,True
Vogan P.t.,1995.0,vogan,Vogan P.T.,33.84219925462069,-118.13016962305164,vogan,False,False,True
Wabash,421.0,wabash,Wabash,34.04484523957108,-118.18648075138452,wabash,True,True,True
Wakefield,711.0,wakefield,Wakefield,34.35645499933594,-119.05588600318704,wakefield,True,True,True
Walker Basin,594.0,walker basin,Walker Basin,35.41194348178334,-118.49270940903466,walker basin,True,True,True
Walnut,289.0,walnut,Walnut,34.008157000711364,-117.94978300159596,walnut,True,True,True
Washington,968.0,washington,Washington,33.75680600416409,-117.8592219959398,washington,True,True,True
Watson,879.0,watson,Watson,33.807991928350866,-118.26203446826712,watson,True,True,True
Weesha P.t.,1763.0,weesha,Weesha P.T.,34.17485310005095,-116.94889555669124,weesha,False,False,True
Weldon,612.0,weldon,Weldon,35.6652036468452,-118.263673877955,weldon,True,True,True
West Barstow,1764.0,west barstow,West Barstow,34.892183998090665,-117.04953799793496,west barstow,True,True,True
Westend P.t.,1594.0,westend,Westend P.T.,35.71685256984399,-117.39855653314392,westend,True,True,True
Westfall P.m.,1604.0,westfall p m,Westfall P.M.,34.45401946062403,-119.74406674690124,westfall p m,False,False,True
Wheatland,607.0,wheatland,Wheatland,35.90907032166305,-119.14539393508598,wheatland,True,True,True
Whipple,1847.0,whipple,Whipple,34.2942366466893,-114.173217778462,whipple,True,True,True
White Mt.,206.0,white mt,White Mt.,37.41111132174783,-118.1871065087802,white mt,True,True,True
Whitewater,1767.0,whitewater,Whitewater,33.91842053947277,-116.6515872432899,whitewater,True,True,True
Wilsona,700.0,wilsona,Wilsona,34.57779896780533,-117.71848290632536,wilsona,True,True,True
Wimbledon,815.0,wimbledon,Wimbledon,34.04876699907538,-117.52602400147798,wimbledon,True,True,True
Windsor Hills,505.0,windsor hills,Windsor Hills,33.99634800774487,-118.3595474791942,windsor hills,True,True,True
Woodruff,899.0,woodruff,Woodruff,33.89984786906628,-118.11810450380652,woodruff,True,True,True
Woodville,595.0,woodville,Woodville,36.08093763508664,-119.1798849314082,woodville,True,True,True
Yacht P.t.,2224.0,yacht,Yacht P.T.,33.60777944311863,-117.88379972383537,yacht,False,False,True
Yankee P.t.,1605.0,yankee,Yankee P.T.,35.62331865392004,-118.4183870538017,yankee,False,False,True
Yermo,1769.0,yermo,Yermo,34.90380430987028,-116.8304800221454,yermo,True,True,True
Yorba Linda,994.0,yorba linda,Yorba Linda,33.88733323649356,-117.78769347091476,yorba linda,True,True,True
Yucaipa,768.0,yucaipa,Yucaipa,34.011475002600925,-117.05063600106736,yucaipa,True,True,True
Yucca,1770.0,yucca,Yucca,34.110269990643474,-116.42393043693389,yucca,True,True,True
Zack,195.0,zack,Zack,37.61765946953557,-118.39812584301389,zack,True,True,True
Zanja,1795.0,zanja,Zanja,34.0771012471024,-117.0482596650986,zanja,True,True,True
Ziggy P.t.,2054.0,ziggy,Ziggy P.T.,34.98711204178539,-117.53998139159704,ziggy,False,False,True
