sap_substation_name,lcr_area,city_served,division,owner,n_city_rows,match_type,match_score,pge_name,pge_norm_name,pge_voltage_kv,pge_lat,pge_lon
KERN FRONT SUB,Kern,Kern County,KERN,nonPGE,1,unmatched,0.0,,,,,
KERN OIL SUB,Kern,Bakersfield; Oildale,KERN,PGE,2,exact,100.0,KERN OIL,KERN OIL,12.0,35.44071661874439,-119.02040105128609
KERN PP SUB,Kern,Bakersfield,KERN,PGE,1,unmatched,0.0,,,,,
KERNWATER SUB,Kern,Kern County,KERN,PGE,1,unmatched,0.0,,,,,
KETTLEMAN HILLS SUB,Greater Fresno,Avenal,FRESNO,PGE,1,exact,100.0,KETTLEMAN HILLS,KETTLEMAN HILLS,12.0,36.043228470347096,-120.11027046537308
KINGS RIVER PH SUB,Greater Fresno,Fresno County,FRESNO,PGE,1,unmatched,0.0,,,,,
KINGSBURG SUB,Greater Fresno,Kingsburg; London; Selma; Traver,FRESNO,PGE,4,exact,100.0,KINGSBURG,KINGSBURG,12.0,36.4886216034969,-119.5824905378176
KIRKER SUB,Greater Bay Area,Antioch; Bay Point; Pittsburg,DIABLO,PGE,3,exact,100.0,KIRKER,KIRKER,21.0,38.02096833726849,-121.90608941215515
KNIGHTS LANDING SUB,Sierra,Knights Landing,SACRAMENTO,PGE,1,exact,100.0,KNIGHTS LANDING,KNIGHTS LANDING,12.0,38.80894434056115,-121.74638901920422
KONOCTI SUB,North Coast/North Bay,Cobb; Kelseyville; Lower Lake,HUMBOLDT,PGE,3,exact,100.0,KONOCTI,KONOCTI,12.0,38.932601383485405,-122.74098053352844
LAGUNA SECA SUB,North Coast/North Bay,Salinas,NORTH COAST,PGE,1,unmatched,0.0,,,,,
LAGUNITAS SUB,Greater Bay Area,Salinas,CENTRAL COAST,PGE,1,unmatched,0.0,,,,,
LAKEVILLE SUB,North Coast/North Bay,Petaluma,NORTH COAST,PGE,1,exact,100.0,LAKEVILLE,LAKEVILLE,12.0,38.25024379525056,-122.58100117848136
LAKEWOOD SUB,Greater Bay Area,Alamo; Lafayette; Pleasant Hill; Waldon; Walnut Creek,DIABLO,PGE,5,exact,100.0,LAKEWOOD,LAKEWOOD,12.0,37.9088184998879,-122.0574732475179
LAMBIE SW STA SUB,Greater Bay Area,Rio Vista,SACRAMENTO,PGE,1,unmatched,0.0,,,,,
LAMMERS SUB,Stockton,Tracy,STOCKTON,PGE,1,exact,100.0,LAMMERS,LAMMERS,12.0,37.71280029392499,-121.47875326631689
LAMONT SUB,Kern,Bakersfield; Lamont; Weedpatch,KERN,PGE,3,exact,100.0,LAMONT,LAMONT,12.0,35.29714530040142,-118.8617741098652
LAS AROMAS SUB,Greater Bay Area,Orinda,DIABLO,PGE,1,unmatched,0.0,,,,,
LAS GALLINAS A SUB,North Coast/North Bay,Lucas Valley-Marinwood; San Rafael; Santa Venetia,NORTH BAY,PGE,3,exact,100.0,LAS GALLINAS A,LAS GALLINAS A,12.0,38.02256741456931,-122.53813147487423
LAS PALMAS SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,fuzzy,80.0,LAS PULGAS,LAS PULGAS,4.16,37.46317528473907,-122.22801351794423
LAS POSITAS SUB,Greater Bay Area,Livermore; Pleasanton,MISSION,PGE,2,exact,100.0,LAS POSITAS,LAS POSITAS,21.0,37.70094251288631,-121.73350621738382
LAS PULGAS SUB,Greater Bay Area,Atherton; Redwood City,PENINSULA,PGE,2,exact,100.0,LAS PULGAS,LAS PULGAS,4.16,37.46317528473907,-122.22801351794423
LAURELES JCT,Greater Bay Area,,CENTRAL COAST,PGE,1,fuzzy,80.0,LAURELES,LAURELES,12.0,36.477771837963815,-121.7269203955055
LAURELES SUB,Greater Bay Area,Carmel,CENTRAL COAST,PGE,1,exact,100.0,LAURELES,LAURELES,12.0,36.477771837963815,-121.7269203955055
LAWNDALE SUB,Greater Bay Area,South San Francisco,PENINSULA,PGE,1,exact,100.0,LAWNDALE,LAWNDALE,4.16,37.66284710325899,-122.44306917304786
LAWRENCE SUB,Greater Bay Area,San Jose; Santa Clara; Sunnyvale,DE ANZA,PGE,3,exact,100.0,LAWRENCE,LAWRENCE,12.0,37.39719513054225,-122.0100946003828
LAYTONVILLE SUB,North Coast/North Bay,Laytonville,NORTH COAST,PGE,1,exact,100.0,LAYTONVILLE,LAYTONVILLE,12.0,39.68493707127593,-123.47704802021951
LE GRAND SUB,Greater Fresno,Le Grand,YOSEMITE,PGE,1,exact,100.0,LE GRAND,LE GRAND,12.0,37.18467134480297,-120.27370723472944
LEARNER SUB,Stockton,Stockton,STOCKTON,,1,unmatched,0.0,,,,,
LEMOORE NAS SUB,Greater Fresno,Kings County,FRESNO,PGE,1,fuzzy,77.77777777777779,LEMOORE,LEMOORE,12.0,36.30978580363061,-119.79816461547026
LEMOORE SUB,Greater Fresno,Lemoore,FRESNO,PGE,1,exact,100.0,LEMOORE,LEMOORE,12.0,36.30978580363061,-119.79816461547026
LEPRINO FOODS LEEMORE SUB,Greater Fresno,Kings County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
LEPRINO FOODS TRACY SUB,Stockton,Tracy,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
LEPRINO SUB,Greater Fresno,Kings County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
LERDO SUB,Kern,Shafter,KERN,PGE,1,exact,100.0,LERDO,LERDO,12.0,35.500438317703164,-119.15186971490876
LIMESTONE SUB,Sierra,Shingle Springs,SIERRA,PGE,1,unmatched,0.0,,,,,
LINCOLN SUB,Sierra,Lincoln,SIERRA,PGE,1,exact,100.0,LINCOLN,LINCOLN,21.0,38.900472292516405,-121.29424750207652
LIVE OAK SUB,Sierra,Live Oak,SIERRA,PGE,1,exact,100.0,LIVE OAK,LIVE OAK,12.0,39.27647099774993,-121.66045789355064
LIVERMORE SUB,Greater Bay Area,Livermore,MISSION,PGE,1,exact,100.0,LIVERMORE,LIVERMORE,12.0,37.680003612395765,-121.78085098109068
LIVINGSTON SUB,Greater Fresno,Livingston; Winton,YOSEMITE,PGE,2,exact,100.0,LIVINGSTON,LIVINGSTON,12.0,37.36355711461608,-120.76057836344424
LLAGAS SUB,Greater Bay Area,Gilroy; San Martin,SAN JOSE,PGE,2,exact,100.0,LLAGAS,LLAGAS,21.0,37.00719420510908,-121.5569929127207
LOCKHEED #2 SUB,Greater Bay Area,San Jose; Sunnyvale,DE ANZA,PGE,2,fuzzy,83.33333333333334,LOCKHEED NO 2,LOCKHEED NO 2,12.0,37.41633412032817,-122.03185703639838
LODI STIG,Sierra,Lodi,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
LODI SUB,Stockton,Lodi; North Woodbridge; South Woodbridge,STOCKTON,PGE,3,exact,100.0,LODI,LODI,12.0,38.137240812553664,-121.26217434307496
LONE STAR SUB,Greater Bay Area,Santa Cruz County,CENTRAL COAST,nonPGE,1,fuzzy,77.77777777777779,LONE TREE,LONE TREE,21.0,37.94630532263428,-121.75910439326935
LONETREE SUB,Greater Bay Area,Antioch; Brentwood; Oakley,DIABLO,PGE,3,fuzzy,94.11764705882352,LONE TREE,LONE TREE,21.0,37.94630532263428,-121.75910439326935
LOS ALTOS SUB,Greater Bay Area,Los Altos; Los Altos Hills; Mountain View; Palo Alto,DE ANZA,PGE,4,exact,100.0,LOS ALTOS,LOS ALTOS,12.0,37.39360169214869,-122.1150733503216
LOS BANOS SUB,Greater Fresno,Los Banos,YOSEMITE,PGE,1,fuzzy,77.77777777777779,LOS GATOS,LOS GATOS,12.0,37.22645888521239,-121.97717996165842
LOS ESTEROS SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,unmatched,0.0,,,,,
LOS GATOS SUB,Greater Bay Area,Lexington Hills; Los Gatos; Monte Sereno,DE ANZA,PGE,3,exact,100.0,LOS GATOS,LOS GATOS,12.0,37.22645888521239,-121.97717996165842
LOUISE SUB,Stockton,Manteca,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
LOUISIANA PACIFIC ARCATA,Humboldt,Arcata,HUMBOLDT,nonPGE,1,unmatched,0.0,,,,,
LOWER LAKE SUB,North Coast/North Bay,Lower Lake,NORTH COAST,PGE,1,unmatched,0.0,,,,,
LOYOLA SUB,Greater Bay Area,Los Altos; Los Altos Hills; Loyola; Mountain View; Palo Alto,DE ANZA,PGE,5,exact,100.0,LOYOLA,LOYOLA,12.0,37.36101855697285,-122.09928092012728
LUCERNE SUB,North Coast/North Bay,Lucerne; Nice; North Lakeport; Upper Lake,NORTH COAST,PGE,4,exact,100.0,LUCERNE,LUCERNE,12.0,39.11048704064002,-122.81284365571706
MABURY SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,exact,100.0,MABURY,MABURY,12.0,37.36110148781495,-121.86446124822062
MADERA JCT SUB,Greater Fresno,Madera,FRESNO,nonPGE,1,fuzzy,75.0,MADERA,MADERA,12.0,36.92328166223725,-120.05507066657292
MADERA POWER SUB,Greater Fresno,Madera,FRESNO,nonPGE,1,unmatched,0.0,,,,,
MADERA SUB,Greater Fresno,Madera; Parkwood,YOSEMITE,nonPGE,2,exact,100.0,MADERA,MADERA,12.0,36.92328166223725,-120.05507066657292
MALAGA POWER LLC (KRCD PEAKER),Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
MALAGA SUB,Greater Fresno,Calwa; Easton; Fowler; Fresno,FRESNO,PGE,4,exact,100.0,MALAGA,MALAGA,12.0,36.6933448884706,-119.7259384506958
MANCHESTER SUB,Greater Fresno,Fresno,FRESNO,PGE,1,exact,100.0,MANCHESTER,MANCHESTER,12.0,36.78815334896068,-119.78793761047945
MANTECA SUB,Stockton,Manteca,STOCKTON,PGE,1,exact,100.0,MANTECA,MANTECA,17.0,37.8015045271901,-121.22348162992516
MAPLE CREEK SUB,Humboldt,Blue Lake,HUMBOLDT,PGE,1,exact,100.0,MAPLE CREEK,MAPLE CREEK,12.0,40.76836583499929,-123.87400272507614
MAPLE SUB,Greater Bay Area,Oakland,EAST BAY,PGE,1,exact,100.0,MAPLE,MAPLE,4.16,37.79719717055544,-122.2057538023828
MARIPOSA SUB,Greater Fresno,Bootjack; Mariposa,YOSEMITE,PGE,2,exact,100.0,MARIPOSA,MARIPOSA,21.0,37.504521775185246,-120.00756996777992
MARKHAM SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,unmatched,0.0,,,,,
MARSH SUB,Greater Bay Area,Brentwood,DIABLO,PGE,1,unmatched,0.0,,,,,
MARTINEZ PP SUB,Greater Bay Area,Martinez,DIABLO,PGE,1,unmatched,0.0,,,,,
MARYSVILLE SUB,Sierra,Linda; Marysville; Yuba City,SIERRA,PGE,3,exact,100.0,MARYSVILLE,MARYSVILLE,12.0,39.14000454607997,-121.5836129617673
MC FARLAND SUB,Kern,McFarland,KERN,PGE,1,exact,100.0,MC FARLAND,MC FARLAND,12.0,35.68826942087962,-119.276810556332
MC MULLIN SUB,Greater Fresno,Easton; Raisin City,FRESNO,PGE,2,exact,100.0,MC MULLIN,MC MULLIN,12.0,36.593617549943424,-119.9886805783096
MCAVOY TAP SUB,Greater Bay Area,Bay Point,DIABLO,nonPGE,1,unmatched,0.0,,,,,
MCCALL SUB,Greater Fresno,Del Rey; Fowler; Parlier; Selma,FRESNO,PGE,4,unmatched,0.0,,,,,
MCKEE SUB,Greater Bay Area,Alum Rock; East Foothills; San Jose,SAN JOSE,PGE,3,unmatched,0.0,,,,,
MCMULLIN SUB,Greater Fresno,Fresno,FRESNO,PGE,1,fuzzy,94.11764705882352,MC MULLIN,MC MULLIN,12.0,36.593617549943424,-119.9886805783096
MEADOW LANE SUB,Greater Bay Area,Concord; Martinez; Pleasant Hill; Waldon; Walnut Creek,DIABLO,PGE,5,exact,100.0,MEADOW LANE,MEADOW LANE,21.0,37.96346551773498,-122.05211023752588
MELONES SUB,Stockton,Sonora,STOCKTON,PGE,1,unmatched,0.0,,,,,
MENDOCINO SUB,North Coast/North Bay,Redwood Valley,NORTH COAST,PGE,1,exact,100.0,MENDOCINO,MENDOCINO,12.0,39.25063932695956,-123.19762575124754
MENDOTA BIOMASS SUB,Greater Fresno,Mendota,FRESNO,nonPGE,1,unmatched,0.0,,,,,
MENDOTA SUB,Greater Fresno,Mendota,YOSEMITE,PGE,1,exact,100.0,MENDOTA,MENDOTA,12.0,36.72025412492721,-120.45868266031763
MENLO SUB,Greater Bay Area,Atherton; Los Altos Hills; Menlo Park; Palo Alto; Portola Valley; Redwood City; Stanford; West Menlo Park,PENINSULA,PGE,8,exact,100.0,MENLO,MENLO,4.16,37.43306229991303,-122.20225008841324
MERCED FALLS PH SUB,Greater Fresno,Snelling,YOSEMITE,PGE,1,fuzzy,88.88888888888889,MERCED FALLS,MERCED FALLS,12.0,37.52304085412926,-120.33024521668725
MERCED SUB,Greater Fresno,Merced,YOSEMITE,PGE,1,exact,100.0,MERCED,MERCED,12.0,37.273105730126126,-120.48710262742296
MERCY SPRINGS (SLWD) SUB,Greater Fresno,Merced County,FRESNO,PGE,1,unmatched,0.0,,,,,
METCALF SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,unmatched,0.0,,,,,
METTLER SUB,Stockton,Lodi; Morada; Stockton,STOCKTON,PGE,3,exact,100.0,METTLER,METTLER,12.0,38.07824965745363,-121.28692033613773
MI-WUK SUB,Stockton,Mi-Wuk Village; Mono Vista; Phoenix Lake-Cedar Ridge; Soulsbyville; Twain Harte,YOSEMITE,PGE,5,fuzzy,90.9090909090909,MIWUK,MIWUK,17.0,38.05297067526115,-120.2170845064534
MIDDLETOWN SUB,North Coast/North Bay,Cobb; Hidden Valley Lake; Middletown,NORTH COAST,PGE,3,exact,100.0,MIDDLETOWN,MIDDLETOWN,12.0,38.75298395846147,-122.60794041011712
MILLBRAE SUB,Greater Bay Area,Burlingame; Millbrae; San Bruno,PENINSULA,PGE,3,exact,100.0,MILLBRAE,MILLBRAE,4.16,37.6054239917948,-122.39200798842708
MILLER SUB,Stockton,Stanislaus County,YOSEMITE,nonPGE,1,unmatched,0.0,,,,,
MILPITAS SUB,Greater Bay Area,Milpitas; San Jose,SAN JOSE,PGE,2,exact,100.0,MILPITAS,MILPITAS,21.0,37.41557922482778,-121.88806969825762
MIRA VISTA SUB,Greater Bay Area,East Richmond Heights; El Cerrito; Richmond,EAST BAY,PGE,3,exact,100.0,MIRA VISTA,MIRA VISTA,4.16,37.938513118125606,-122.3247799791383
MIRABEL SUB,North Coast/North Bay,Forestville; Graton; Guerneville,NORTH COAST,PGE,3,exact,100.0,MIRABEL,MIRABEL,12.0,38.48962828607511,-122.89415788279445
MODESTO ENERGY SUB,Stockton,Modesto,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
MOLINO SUB,North Coast/North Bay,Graton; Occidental; Santa Rosa; Sebastopol,NORTH COAST,PGE,4,exact,100.0,MOLINO,MOLINO,12.0,38.425711114587386,-122.83287143283748
MONROE SUB,North Coast/North Bay,Larkfield-Wikiup; Santa Rosa,NORTH COAST,PGE,2,exact,100.0,MONROE,MONROE,12.0,38.45325388171991,-122.74428924814126
MONTA VISTA SUB,Greater Bay Area,Cupertino,DE ANZA,PGE,1,fuzzy,76.19047619047619,MIRA VISTA,MIRA VISTA,4.16,37.938513118125606,-122.3247799791383
MONTAGUE SUB,Greater Bay Area,Milpitas; San Jose,SAN JOSE,PGE,2,exact,100.0,MONTAGUE,MONTAGUE,21.0,37.4030689299594,-121.90562357845783
MONTE RIO SUB,North Coast/North Bay,Guerneville; Monte Rio; Occidental,NORTH COAST,PGE,3,exact,100.0,MONTE RIO,MONTE RIO,12.0,38.47143665695768,-123.01148395746652
MONTEREY NAVY LAB SUB,Greater Bay Area,Monterey,CENTRAL COAST,PGE,1,unmatched,0.0,,,,,
MONTEREY SUB,Greater Bay Area,Monterey,CENTRAL COAST,PGE,1,unmatched,0.0,,,,,
MONTICELLO SUB,North Coast/North Bay,Winters,NORTH BAY,PGE,1,exact,100.0,MONTICELLO,MONTICELLO,12.0,38.50914491487987,-122.21449434653393
MORAGA SUB,Greater Bay Area,Lafayette; Moraga; Orinda,DIABLO,PGE,3,exact,100.0,MORAGA,MORAGA,12.0,37.84853384034408,-122.16184860596728
MORGAN HILL SUB,Greater Bay Area,Morgan Hill; San Jose; San Martin,SAN JOSE,PGE,3,exact,100.0,MORGAN HILL,MORGAN HILL,21.0,37.12649792772826,-121.6591293431273
MOSCONE SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,nonPGE,1,unmatched,0.0,,,,,
MOSS LANDING SUB,Greater Bay Area,Moss Landing,CENTRAL COAST,PGE,1,unmatched,0.0,,,,,
MOUNTAIN VIEW SUB,Greater Bay Area,Los Altos; Mountain View; Palo Alto; Sunnyvale,DE ANZA,PGE,4,exact,100.0,MOUNTAIN VIEW,MOUNTAIN VIEW,12.0,37.38264012657535,-122.06962750222034
MT EDEN SUB,Greater Bay Area,Hayward; Union City,MISSION,PGE,2,exact,100.0,MT EDEN,MT EDEN,12.0,37.63195322408561,-122.1023291475442
MT. QUARRIES SUB,Sierra,Georgetown,SIERRA,PGE,1,fuzzy,75.86206896551724,MOUNTAIN QUARRIES,MOUNTAIN QUARRIES,21.0,38.91439251858,-121.01899061136776
MUSTANG SUB,Greater Fresno,,FRESNO,PGE,1,unmatched,0.0,,,,,
NAPA SUB,North Coast/North Bay,Green Valley; Napa,NORTH BAY,PGE,2,exact,100.0,NAPA,NAPA,12.0,38.29522583876939,-122.27848498957331
NARROWS,Sierra,Mooney Flat,SIERRA,PGE,1,exact,100.0,NARROWS,NARROWS,21.0,39.235347065419134,-121.26906719226427
NARROWS #1 PH,Sierra,Mooney Flat,SIERRA,PGE,1,unmatched,0.0,,,,,
NATIVIDAD SW SUB,Greater Bay Area,,CENTRAL COAST,PGE,1,unmatched,0.0,,,,,
NAVY SCHOOL SUB,Greater Bay Area,Monterey,CENTRAL COAST,PGE,1,unmatched,0.0,,,,,
NESTLE JCT,Greater Bay Area,Salinas,CENTRAL COAST,PGE,1,unmatched,0.0,,,,,
NEWARK DIST SUB,Greater Bay Area,Fremont,MISSION,PGE,1,unmatched,0.0,,,,,
NEWARK SUB,Greater Bay Area,Fremont; Newark,MISSION,PGE,2,unmatched,0.0,,,,,
NEWBURG SUB,Humboldt,Fortuna; Hydesville,HUMBOLDT,PGE,2,exact,100.0,NEWBURG,NEWBURG,12.0,40.594817406183694,-124.13502277842233
NEWCASTLE PH,Sierra,Auburn,SIERRA,PGE,1,unmatched,0.0,,,,,
NEWHALL SUB,Greater Fresno,Firebaugh,YOSEMITE,PGE,1,unmatched,0.0,,,,,
NEWMAN SUB,Stockton,Newman,YOSEMITE,PGE,1,exact,100.0,NEWMAN,NEWMAN,12.0,37.315811138560335,-121.01443366157086
NINTH ST JCT,Greater Bay Area,,CENTRAL COAST,PGE,1,unmatched,0.0,,,,,
NORIEGA SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,exact,100.0,NORIEGA,NORIEGA,4.16,37.752473274537806,-122.50475444624009
NORTECH SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,exact,100.0,NORTECH,NORTECH,21.0,37.42095169352169,-121.9604588755621
NORTH DUBLIN SUB,Greater Bay Area,Dublin; Pleasanton,MISSION,nonPGE,2,exact,100.0,NORTH DUBLIN,NORTH DUBLIN,21.0,37.74483921993783,-121.85769752164674
NORTH MERCED,Greater Fresno,,YOSEMITE,PGE,1,unmatched,0.0,,,,,
NORTH TOWER SUB,North Coast/North Bay,Benicia; Crockett; Rodeo; Vallejo,NORTH BAY,PGE,4,exact,100.0,NORTH TOWER,NORTH TOWER,12.0,38.066339734584254,-122.19598269824904
NOVATO SUB,North Coast/North Bay,Black Point-Green Point; Novato,NORTH BAY,PGE,2,exact,100.0,NOVATO,NOVATO,12.0,38.10854640016638,-122.56790709808408
O'NEIL PGP (WPRS) SUB,Greater Fresno,Merced County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
OAK SUB,Greater Bay Area,Berkeley; El Cerrito; Kensington,EAST BAY,PGE,3,exact,100.0,OAK,OAK,4.16,37.90115636063787,-122.28687516138622
OAKHURST SUB,Greater Fresno,Oakhurst,YOSEMITE,PGE,1,exact,100.0,OAKHURST,OAKHURST,12.0,37.321751489665104,-119.63425437090476
OAKLAND C PP SUB,Greater Bay Area,Oakland,EAST BAY,nonPGE,1,fuzzy,85.71428571428572,OAKLAND C,OAKLAND C,12.0,37.79750313857218,-122.28100831632332
OAKLAND D SUB,Greater Bay Area,Berkeley; Emeryville; Oakland,EAST BAY,PGE,3,exact,100.0,OAKLAND D,OAKLAND D,12.0,37.837475094130205,-122.26158519172704
OAKLAND I SUB,Greater Bay Area,Oakland,EAST BAY,PGE,2,exact,100.0,OAKLAND I,OAKLAND I,4.16,37.74773573727129,-122.17432143246587
OAKLAND J SUB,Greater Bay Area,Oakland,EAST BAY,PGE,2,exact,100.0,OAKLAND J,OAKLAND J,12.0,37.76329902345095,-122.21419146834046
OAKLAND K (CLAREMONT) SUB,Greater Bay Area,Berkeley; Oakland,EAST BAY,PGE,3,unmatched,0.0,,,,,
OAKLAND L SUB,Greater Bay Area,Emeryville; Oakland,EAST BAY,PGE,3,exact,100.0,OAKLAND L,OAKLAND L,12.0,37.810340376987845,-122.27159254723468
OAKLAND P SUB,Greater Bay Area,Oakland,EAST BAY,PGE,1,fuzzy,88.88888888888889,OAKLAND X,OAKLAND X,12.0,37.80525464784044,-122.23148010243337
OAKLAND X SUB,Greater Bay Area,Oakland; Piedmont,EAST BAY,PGE,2,exact,100.0,OAKLAND X,OAKLAND X,12.0,37.80525464784044,-122.23148010243337
OAKMONT NORTH SUB,North Coast/North Bay,Santa Rosa,NORTH COAST,PGE,1,unmatched,0.0,,,,,
OAKMONT SOUTH SUB,North Coast/North Bay,Santa Rosa,NORTH COAST,PGE,1,unmatched,0.0,,,,,
OCEAN AVE SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
OIL CITY (SHELL OIL CO) SUB,Greater Fresno,Kings County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
OLD RIVER SUB,Kern,Knob Hill,KERN,PGE,1,exact,100.0,OLD RIVER,OLD RIVER,12.0,35.20832874558806,-119.10078114322462
OLEMA SUB,North Coast/North Bay,Inverness; Point Reyes Station,NORTH BAY,PGE,2,exact,100.0,OLEMA,OLEMA,12.0,38.042251130418286,-122.7863974329975
OLEUM PP SUB,Greater Bay Area,Rodeo,DIABLO,PGE,1,unmatched,0.0,,,,,
OLIVEHURST SUB,Sierra,Linda; Olivehurst,SIERRA,PGE,2,exact,100.0,OLIVEHURST,OLIVEHURST,12.0,39.09191021084869,-121.54283685629107
ORICK SUB,Humboldt,Orick,HUMBOLDT,PGE,1,exact,100.0,ORICK,ORICK,12.0,41.29430712515043,-124.05658700221892
ORINDA SUB,Greater Bay Area,Orinda,DIABLO,PGE,1,fuzzy,76.92307692307692,BORONDA,BORONDA,12.0,36.690641286171,-121.67942490459326
ORIOLE SUB,Greater Bay Area,Ashland; San Leandro,MISSION,PGE,2,unmatched,0.0,,,,,
ORO LOMA SUB,Greater Fresno,South Dos Palos,YOSEMITE,PGE,1,exact,100.0,ORO LOMA,ORO LOMA,12.0,36.88604386572732,-120.65597132911496
OROSI SUB,Greater Fresno,Cutler; East Orosi; Orosi,FRESNO,PGE,3,exact,100.0,OROSI,OROSI,12.0,36.54494016402164,-119.2512498016316
OROVILLE SUB,Sierra,Oroville; Oroville East; South Oroville; Thermalito,NORTH VALLEY,PGE,4,exact,100.0,OROVILLE,OROVILLE,12.0,39.50420642182479,-121.56020606130058
ORTIGA SUB,Greater Fresno,Los Banos,YOSEMITE,PGE,1,exact,100.0,ORTIGA,ORTIGA,12.0,36.983443336036615,-120.8198332500453
OTTER SUB,Greater Bay Area,Carmel,CENTRAL COAST,PGE,1,exact,100.0,OTTER,OTTER,12.0,36.38026746652593,-121.89862348687925
OWENS ILLINOIS SUB,Stockton,Tracy,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
OXFORD SUB,Greater Fresno,Fresno County,FRESNO,PGE,1,unmatched,0.0,,,,,
P.P.G. SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
PACHECO PUMPING PLANT SUB,Greater Fresno,Merced County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
PACHECO WIND POWER,Greater Fresno,Los Banos,YOSEMITE,nonPGE,1,unmatched,0.0,,,,,
PACIFIC LUMBER (CARLOTTA),Humboldt,Humboldt County,HUMBOLDT,nonPGE,1,unmatched,0.0,,,,,
PACIFIC LUMBER (SCOTIA),Humboldt,Humboldt County,HUMBOLDT,nonPGE,1,unmatched,0.0,,,,,
PACIFIC OROVILLE POWER,Sierra,Oroville,NORTH VALLEY,nonPGE,1,unmatched,0.0,,,,,
PACIFICA SUB,Greater Bay Area,Montara; Pacifica,PENINSULA,PGE,2,exact,100.0,PACIFICA,PACIFICA,12.0,37.59472221036465,-122.48920894376208
PALERMO SUB,Sierra,Palermo,NORTH VALLEY,PGE,1,fuzzy,76.92307692307692,PALMER,PALMER,12.0,34.82519468144487,-120.29920094235554
PALO SECO SUB,Greater Bay Area,Oakland; Piedmont,EAST BAY,PGE,2,exact,100.0,PALO SECO,PALO SECO,4.16,37.81955732296677,-122.20690655429549
PANAMA SUB,Kern,Bakersfield,KERN,PGE,1,exact,100.0,PANAMA,PANAMA,21.0,35.29554130507497,-119.02181642397912
PANOCHE SUB,Greater Fresno,Mendota,YOSEMITE,PGE,1,exact,100.0,PANOCHE,PANOCHE,12.0,36.65147106321651,-120.58017074552066
PARKWAY SUB,North Coast/North Bay,Vallejo,NORTH BAY,PGE,1,exact,100.0,PARKWAY,PARKWAY,12.0,38.13810009221848,-122.20945720439109
PARLIER SUB,Greater Fresno,Parlier; Selma,FRESNO,PGE,2,exact,100.0,PARLIER,PARLIER,12.0,36.60756183371276,-119.52147471307352
PARSONS SUB,Greater Bay Area,Castro Valley,MISSION,PGE,1,exact,100.0,PARSONS,PARSONS,4.16,37.702249031979264,-122.08272925560476
PATTERSON PASS SUB,Greater Bay Area,Livermore,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
PAUL SWEET SUB,Greater Bay Area,Santa Cruz,CENTRAL COAST,PGE,1,exact,100.0,PAUL SWEET,PAUL SWEET,21.0,36.99259833764791,-121.9820620699066
PEASE SUB,Sierra,Sutter; Tierra Buena; Yuba City,SIERRA,PGE,3,exact,100.0,PEASE,PEASE,12.0,39.17017321175534,-121.66111558856706
PENN ZIER SUB,Greater Fresno,Coalinga,FRESNO,nonPGE,1,unmatched,0.0,,,,,
PENNGROVE SUB,North Coast/North Bay,Rohnert Park,NORTH COAST,PGE,1,exact,100.0,PENNGROVE,PENNGROVE,12.0,38.31542240187963,-122.68088467235825
PENRYN SUB,Sierra,Granite Bay; Loomis; Rocklin,SIERRA,PGE,3,exact,100.0,PENRYN,PENRYN,12.0,38.84486110184167,-121.16643199707649
PEORIA SUB,Stockton,Chinese Camp; Copperopolis; Groveland-Big Oak Flat; Jamestown; Sonora,YOSEMITE,PGE,6,exact,100.0,PEORIA,PEORIA,17.0,37.90339247520717,-120.49708389009176
PETALUMA A SUB,North Coast/North Bay,Petaluma,NORTH COAST,PGE,1,exact,100.0,PETALUMA A,PETALUMA A,4.16,38.23437308284748,-122.63657806577606
PETALUMA C SUB,North Coast/North Bay,Petaluma,NORTH COAST,PGE,1,exact,100.0,PETALUMA C,PETALUMA C,12.0,38.23949974182017,-122.63676111116996
PETROL SUB,Kern,Bakersfield,KERN,PGE,1,unmatched,0.0,,,,,
